CatID,Sex,Age,Season,Photoperiod,DateGMT,TimeGMT,DateTimeET,DateTimeET2,DateET2,TIMEET2,TTF,Zone,SAT,x,y
137,M,A,DRY,NIGHT,20090105,50000,2.01E+11,20090105 000,2009 1 5,0,59,17R,4,473571.0604,2931088.746
137,M,A,DRY,NIGHT,20090105,60000,2.01E+11,20090105 100,2009 1 5,100,62,17R,5,473609.4607,2931110.353
137,M,A,DRY,NIGHT,20090105,70000,2.01E+11,20090105 200,2009 1 5,200,30,17R,5,472209.9804,2932473.371
137,M,A,DRY,NIGHT,20090105,80000,2.01E+11,20090105 300,2009 1 5,300,62,17R,3,472658.8005,2933065.272
137,M,A,DRY,NIGHT,20090105,90000,2.01E+11,20090105 400,2009 1 5,400,43,17R,4,472644.7171,2933137.875
137,M,A,DRY,NIGHT,20090105,100000,2.01E+11,20090105 500,2009 1 5,500,30,17R,4,472582.167,2933093.46
137,M,A,DRY,NIGHT,20090105,110000,2.01E+11,20090105 600,2009 1 5,600,74,17R,6,472624.1231,2933166.689
137,M,A,DRY,DAY,20090105,120000,2.01E+11,20090105 700,2009 1 5,700,43,17R,4,473344.2668,2933638.364
137,M,A,DRY,DAY,20090105,130000,2.01E+11,20090105 800,2009 1 5,800,30,17R,5,473350.1202,2933638.429
137,M,A,DRY,DAY,20090105,140000,2.01E+11,20090105 900,2009 1 5,900,44,17R,5,473284.0552,2933567.732
137,M,A,DRY,DAY,20090105,150000,2.01E+11,20090105 1000,2009 1 5,1000,44,17R,5,473305.8169,2933717.13
137,M,A,DRY,DAY,20090105,160000,2.01E+11,20090105 1100,2009 1 5,1100,51,17R,4,473309.0749,2933718.405
137,M,A,DRY,DAY,20090105,170000,2.01E+11,20090105 1200,2009 1 5,1200,73,17R,4,473195.2824,2933638.896
137,M,A,DRY,DAY,20090105,180000,2.01E+11,20090105 1300,2009 1 5,1300,55,17R,4,473251.1466,2933636.714
137,M,A,DRY,DAY,20090105,190000,2.01E+11,20090105 1400,2009 1 5,1400,44,17R,4,473298.9817,2933637.6
137,M,A,DRY,DAY,20090105,200000,2.01E+11,20090105 1500,2009 1 5,1500,42,17R,4,473316.2234,2933725.085
137,M,A,DRY,DAY,20090105,210000,2.01E+11,20090105 1600,2009 1 5,1600,45,17R,4,473211.0581,2933560.906
137,M,A,DRY,DAY,20090105,220000,2.01E+11,20090105 1700,2009 1 5,1700,50,17R,4,473364.0369,2933690.888
137,M,A,DRY,DAY,20090105,230000,2.01E+11,20090105 1800,2009 1 5,1800,45,17R,5,473284.8171,2933706.315
137,M,A,DRY,DAY,20090106,0,2.01E+11,20090105 1900,2009 1 5,1900,30,17R,5,471771.9409,2934291.719
137,M,A,DRY,NIGHT,20090106,10000,2.01E+11,20090105 2000,2009 1 5,2000,43,17R,6,470139.9029,2935468.542
137,M,A,DRY,NIGHT,20090106,20000,2.01E+11,20090105 2100,2009 1 5,2100,30,17R,5,469852.1987,2935424.325
137,M,A,DRY,NIGHT,20090106,30000,2.01E+11,20090105 2200,2009 1 5,2200,30,17R,5,470512.2772,2936950.098
137,M,A,DRY,NIGHT,20090106,40000,2.01E+11,20090105 2300,2009 1 5,2300,43,17R,4,470862.3009,2937631.883
137,M,A,DRY,NIGHT,20090106,50000,2.01E+11,20090106 000,2009 1 6,0,43,17R,4,471274.3064,2939815.915
137,M,A,DRY,NIGHT,20090106,60000,2.01E+11,20090106 100,2009 1 6,100,30,17R,4,470261.6125,2941230.885
137,M,A,DRY,NIGHT,20090106,70000,2.01E+11,20090106 200,2009 1 6,200,44,17R,4,469384.2176,2942479.465
137,M,A,DRY,NIGHT,20090106,80000,2.01E+11,20090106 300,2009 1 6,300,43,17R,5,469472.7762,2942407.972
137,M,A,DRY,NIGHT,20090106,90000,2.01E+11,20090106 400,2009 1 6,400,30,17R,5,469324.0643,2942363.606
137,M,A,DRY,NIGHT,20090106,100000,2.01E+11,20090106 500,2009 1 6,500,44,17R,5,469429.7478,2942411.19
137,M,A,DRY,NIGHT,20090106,110000,2.01E+11,20090106 600,2009 1 6,600,30,17R,5,470030.8603,2942367.772
137,M,A,DRY,DAY,20090106,120000,2.01E+11,20090106 700,2009 1 6,700,72,17R,4,470143.2988,2942353.229
137,M,A,DRY,DAY,20090106,130000,2.01E+11,20090106 800,2009 1 6,800,73,17R,4,470164.6119,2942320.098
137,M,A,DRY,DAY,20090106,140000,2.01E+11,20090106 900,2009 1 6,900,43,17R,5,470097.3645,2942276.79
137,M,A,DRY,DAY,20090106,150000,2.01E+11,20090106 1000,2009 1 6,1000,43,17R,5,470069.0978,2942385.405
137,M,A,DRY,DAY,20090106,160000,2.01E+11,20090106 1100,2009 1 6,1100,66,17R,3,470169.3199,2942255.398
137,M,A,DRY,DAY,20090106,170000,2.01E+11,20090106 1200,2009 1 6,1200,78,17R,3,470034.7848,2942363.928
137,M,A,DRY,DAY,20090106,180000,2.01E+11,20090106 1300,2009 1 6,1300,67,17R,4,470076.1199,2942315.274
137,M,A,DRY,DAY,20090106,190000,2.01E+11,20090106 1400,2009 1 6,1400,30,17R,4,470015.3902,2942375.332
137,M,A,DRY,DAY,20090106,200000,2.01E+11,20090106 1500,2009 1 6,1500,43,17R,5,470161.8837,2942248.613
137,M,A,DRY,DAY,20090106,210000,2.01E+11,20090106 1600,2009 1 6,1600,43,17R,6,470080.1081,2942381.937
137,M,A,DRY,DAY,20090106,220000,2.01E+11,20090106 1700,2009 1 6,1700,44,17R,6,470074.7171,2942367.652
137,M,A,DRY,DAY,20090106,230000,2.01E+11,20090106 1800,2009 1 6,1800,83,17R,4,470183.4133,2942196.401
137,M,A,DRY,DAY,20090107,0,2.01E+11,20090106 1900,2009 1 6,1900,30,17R,5,469250.3677,2944141.558
137,M,A,DRY,NIGHT,20090107,10000,2.01E+11,20090106 2000,2009 1 6,2000,43,17R,4,467912.8019,2945842.251
137,M,A,DRY,NIGHT,20090107,20000,2.01E+11,20090106 2100,2009 1 6,2100,79,17R,3,466169.5147,2946213.19
137,M,A,DRY,NIGHT,20090107,30000,2.01E+11,20090106 2200,2009 1 6,2200,64,17R,5,465504.888,2944844.995
137,M,A,DRY,NIGHT,20090107,40000,2.01E+11,20090106 2300,2009 1 6,2300,38,17R,4,465291.0221,2944521.445
137,M,A,DRY,NIGHT,20090107,50000,2.01E+11,20090107 000,2009 1 7,0,80,17R,3,463808.8418,2943945.782
137,M,A,DRY,NIGHT,20090107,60000,2.01E+11,20090107 100,2009 1 7,100,84,17R,3,462367.0008,2943705.554
137,M,A,DRY,NIGHT,20090107,70000,2.01E+11,20090107 200,2009 1 7,200,63,17R,5,462375.2844,2944237.162
137,M,A,DRY,NIGHT,20090107,80000,2.01E+11,20090107 300,2009 1 7,300,30,17R,5,462338.138,2942564.287
137,M,A,DRY,NIGHT,20090107,90000,2.01E+11,20090107 400,2009 1 7,400,30,17R,5,462190.572,2942149.111
137,M,A,DRY,NIGHT,20090107,100000,2.01E+11,20090107 500,2009 1 7,500,87,17R,5,462269.4741,2942197.376
137,M,A,DRY,NIGHT,20090107,110000,2.01E+11,20090107 600,2009 1 7,600,30,17R,5,461903.0208,2943153.241
137,M,A,DRY,DAY,20090107,120000,2.01E+11,20090107 700,2009 1 7,700,30,17R,4,461887.2812,2943285.68
137,M,A,DRY,DAY,20090107,130000,2.01E+11,20090107 800,2009 1 7,800,43,17R,7,461640.8095,2943927.576
137,M,A,DRY,DAY,20090107,140000,2.01E+11,20090107 900,2009 1 7,900,30,17R,5,461632.0015,2943884.79
137,M,A,DRY,DAY,20090107,150000,2.01E+11,20090107 1000,2009 1 7,1000,30,17R,4,461724.5809,2944022.222
137,M,A,DRY,DAY,20090107,190000,2.01E+11,20090107 1400,2009 1 7,1400,71,17R,3,461738.389,2943985.065
137,M,A,DRY,DAY,20090107,200000,2.01E+11,20090107 1500,2009 1 7,1500,42,17R,7,461705.946,2943918.804
137,M,A,DRY,DAY,20090107,210000,2.01E+11,20090107 1600,2009 1 7,1600,30,17R,7,461781.6094,2944215.581
137,M,A,DRY,DAY,20090107,220000,2.01E+11,20090107 1700,2009 1 7,1700,30,17R,5,461889.797,2944422.5
137,M,A,DRY,DAY,20090107,230000,2.01E+11,20090107 1800,2009 1 7,1800,30,17R,4,461693.1025,2944340.102
137,M,A,DRY,DAY,20090108,0,2.01E+11,20090107 1900,2009 1 7,1900,42,17R,5,462246.096,2943113.711
137,M,A,DRY,NIGHT,20090108,10000,2.01E+11,20090107 2000,2009 1 7,2000,30,17R,5,462701.3923,2941649.895
137,M,A,DRY,NIGHT,20090108,30000,2.01E+11,20090107 2200,2009 1 7,2200,87,17R,4,462370.8247,2938776.502
137,M,A,DRY,NIGHT,20090108,40000,2.01E+11,20090107 2300,2009 1 7,2300,65,17R,3,461975.4502,2938306.056
137,M,A,DRY,NIGHT,20090108,50000,2.01E+11,20090108 000,2009 1 8,0,54,17R,5,461895.1675,2937762.706
137,M,A,DRY,NIGHT,20090108,60000,2.01E+11,20090108 100,2009 1 8,100,44,17R,5,461997.9032,2938508.821
137,M,A,DRY,NIGHT,20090108,70000,2.01E+11,20090108 200,2009 1 8,200,30,17R,5,463601.0034,2937175.067
137,M,A,DRY,NIGHT,20090108,80000,2.01E+11,20090108 300,2009 1 8,300,44,17R,9,464706.5737,2937987.645
137,M,A,DRY,NIGHT,20090108,90000,2.01E+11,20090108 400,2009 1 8,400,30,17R,9,464928.687,2939484.106
137,M,A,DRY,NIGHT,20090108,100000,2.01E+11,20090108 500,2009 1 8,500,30,17R,6,466524.9367,2941206.143
137,M,A,DRY,NIGHT,20090108,110000,2.01E+11,20090108 600,2009 1 8,600,30,17R,5,468465.9936,2940364.014
137,M,A,DRY,DAY,20090108,120000,2.01E+11,20090108 700,2009 1 8,700,42,17R,5,469571.0216,2939636.12
137,M,A,DRY,DAY,20090108,130000,2.01E+11,20090108 800,2009 1 8,800,30,17R,4,469576.1348,2939646.029
137,M,A,DRY,DAY,20090108,140000,2.01E+11,20090108 900,2009 1 8,900,61,17R,3,469612.4031,2939542.543
137,M,A,DRY,DAY,20090108,150000,2.01E+11,20090108 1000,2009 1 8,1000,68,17R,5,469545.4152,2939528.181
137,M,A,DRY,DAY,20090108,160000,2.01E+11,20090108 1100,2009 1 8,1100,30,17R,4,469504.7032,2939703.321
137,M,A,DRY,DAY,20090108,170000,2.01E+11,20090108 1200,2009 1 8,1200,30,17R,4,469630.5939,2939591.092
137,M,A,DRY,DAY,20090108,180000,2.01E+11,20090108 1300,2009 1 8,1300,44,17R,5,469512.171,2939637.96
137,M,A,DRY,DAY,20090108,190000,2.01E+11,20090108 1400,2009 1 8,1400,30,17R,4,469626.1763,2939631.669
137,M,A,DRY,DAY,20090108,200000,2.01E+11,20090108 1500,2009 1 8,1500,61,17R,6,469581.2541,2939713.733
137,M,A,DRY,DAY,20090108,210000,2.01E+11,20090108 1600,2009 1 8,1600,30,17R,4,469685.1696,2939571.746
137,M,A,DRY,DAY,20090108,220000,2.01E+11,20090108 1700,2009 1 8,1700,62,17R,6,469551.963,2939535.43
137,M,A,DRY,DAY,20090108,230000,2.01E+11,20090108 1800,2009 1 8,1800,30,17R,6,470461.7837,2938745.416
137,M,A,DRY,DAY,20090109,0,2.01E+11,20090108 1900,2009 1 8,1900,30,17R,5,471639.9124,2936889.156
137,M,A,DRY,NIGHT,20090109,10000,2.01E+11,20090108 2000,2009 1 8,2000,43,17R,4,473169.3602,2936274.133
137,M,A,DRY,NIGHT,20090109,20000,2.01E+11,20090108 2100,2009 1 8,2100,80,17R,3,473680.5529,2935559.847
137,M,A,DRY,NIGHT,20090109,30000,2.01E+11,20090108 2200,2009 1 8,2200,44,17R,7,475054.1521,2935208.45
137,M,A,DRY,NIGHT,20090109,40000,2.01E+11,20090108 2300,2009 1 8,2300,30,17R,7,476132.6979,2933614.792
137,M,A,DRY,NIGHT,20090109,50000,2.01E+11,20090109 000,2009 1 9,0,30,17R,4,476102.2516,2932081.674
137,M,A,DRY,NIGHT,20090109,60000,2.01E+11,20090109 100,2009 1 9,100,73,17R,5,476040.9402,2929995.22
137,M,A,DRY,NIGHT,20090109,70000,2.01E+11,20090109 200,2009 1 9,200,30,17R,5,475687.0952,2928678.363
137,M,A,DRY,NIGHT,20090109,80000,2.01E+11,20090109 300,2009 1 9,300,30,17R,4,476073.6359,2927641.386
137,M,A,DRY,NIGHT,20090109,90000,2.01E+11,20090109 400,2009 1 9,400,72,17R,5,476869.8517,2926873.989
137,M,A,DRY,NIGHT,20090109,100000,2.01E+11,20090109 500,2009 1 9,500,44,17R,4,477409.2867,2925351.83
137,M,A,DRY,NIGHT,20090109,110000,2.01E+11,20090109 600,2009 1 9,600,44,17R,5,477821.8198,2924338.061
137,M,A,DRY,DAY,20090109,120000,2.01E+11,20090109 700,2009 1 9,700,62,17R,6,477760.7705,2924533.435
137,M,A,DRY,DAY,20090109,130000,2.01E+11,20090109 800,2009 1 9,800,30,17R,5,477834.3154,2924462.964
137,M,A,DRY,DAY,20090109,140000,2.01E+11,20090109 900,2009 1 9,900,43,17R,5,477848.4064,2924452.759
137,M,A,DRY,DAY,20090109,150000,2.01E+11,20090109 1000,2009 1 9,1000,30,17R,4,477835.5017,2924451.457
137,M,A,DRY,DAY,20090109,160000,2.01E+11,20090109 1100,2009 1 9,1100,89,17R,3,477709.0741,2924520.908
137,M,A,DRY,DAY,20090109,170000,2.01E+11,20090109 1200,2009 1 9,1200,56,17R,4,477709.9877,2924397.667
137,M,A,DRY,DAY,20090109,180000,2.01E+11,20090109 1300,2009 1 9,1300,43,17R,6,477779.3377,2924402.72
137,M,A,DRY,DAY,20090109,200000,2.01E+11,20090109 1500,2009 1 9,1500,43,17R,6,477695.3601,2924442.586
137,M,A,DRY,DAY,20090109,210000,2.01E+11,20090109 1600,2009 1 9,1600,36,17R,6,477684.7756,2924406.845
137,M,A,DRY,DAY,20090109,220000,2.01E+11,20090109 1700,2009 1 9,1700,30,17R,4,477969.2796,2924335.382
137,M,A,DRY,DAY,20090109,230000,2.01E+11,20090109 1800,2009 1 9,1800,36,17R,6,477915.6836,2924522.697
137,M,A,DRY,DAY,20090110,0,2.01E+11,20090109 1900,2009 1 9,1900,30,17R,4,477288.8337,2925796.116
137,M,A,DRY,NIGHT,20090110,10000,2.01E+11,20090109 2000,2009 1 9,2000,45,17R,7,475953.8408,2926615.19
137,M,A,DRY,NIGHT,20090110,20000,2.01E+11,20090109 2100,2009 1 9,2100,30,17R,5,476125.4073,2927155.642
137,M,A,DRY,NIGHT,20090110,30000,2.01E+11,20090109 2200,2009 1 9,2200,43,17R,5,476246.9124,2927201.571
137,M,A,DRY,NIGHT,20090110,40000,2.01E+11,20090109 2300,2009 1 9,2300,67,17R,4,476253.693,2927254.377
137,M,A,DRY,NIGHT,20090110,50000,2.01E+11,20090110 000,2009 1 10,0,44,17R,4,476311.1741,2927290.602
137,M,A,DRY,NIGHT,20090110,60000,2.01E+11,20090110 100,2009 1 10,100,65,17R,4,476177.9596,2927234.78
137,M,A,DRY,NIGHT,20090110,70000,2.01E+11,20090110 200,2009 1 10,200,30,17R,4,476292.1525,2927565.566
137,M,A,DRY,NIGHT,20090110,80000,2.01E+11,20090110 300,2009 1 10,300,44,17R,10,476351.5244,2927576.056
137,M,A,DRY,NIGHT,20090110,90000,2.01E+11,20090110 400,2009 1 10,400,30,17R,8,476354.0575,2927524.879
137,M,A,DRY,NIGHT,20090110,100000,2.01E+11,20090110 500,2009 1 10,500,30,17R,7,476276.4816,2927487.383
137,M,A,DRY,NIGHT,20090110,110000,2.01E+11,20090110 600,2009 1 10,600,30,17R,6,476177.8758,2927274.753
137,M,A,DRY,DAY,20090110,120000,2.01E+11,20090110 700,2009 1 10,700,86,17R,4,476140.5208,2927536.282
137,M,A,DRY,DAY,20090110,130000,2.01E+11,20090110 800,2009 1 10,800,47,17R,5,476296.0695,2927753.527
137,M,A,DRY,DAY,20090110,170000,2.01E+11,20090110 1200,2009 1 10,1200,44,17R,5,476286.4653,2927801.351
137,M,A,DRY,DAY,20090110,180000,2.01E+11,20090110 1300,2009 1 10,1300,30,17R,4,476324.832,2927728.266
137,M,A,DRY,DAY,20090110,190000,2.01E+11,20090110 1400,2009 1 10,1400,52,17R,4,476291.8698,2927763.917
137,M,A,DRY,DAY,20090110,210000,2.01E+11,20090110 1600,2009 1 10,1600,76,17R,5,476302.034,2927804.889
137,M,A,DRY,DAY,20090110,220000,2.01E+11,20090110 1700,2009 1 10,1700,43,17R,6,476384.565,2927863.059
137,M,A,DRY,DAY,20090110,230000,2.01E+11,20090110 1800,2009 1 10,1800,30,17R,6,476877.0989,2928096.761
137,M,A,DRY,DAY,20090111,0,2.01E+11,20090110 1900,2009 1 10,1900,62,17R,6,476790.8951,2928868.128
137,M,A,DRY,NIGHT,20090111,10000,2.01E+11,20090110 2000,2009 1 10,2000,30,17R,5,476232.5427,2927301.064
137,M,A,DRY,NIGHT,20090111,20000,2.01E+11,20090110 2100,2009 1 10,2100,44,17R,4,476359.595,2927370.98
137,M,A,DRY,NIGHT,20090111,30000,2.01E+11,20090110 2200,2009 1 10,2200,61,17R,4,476400.8928,2927376.462
137,M,A,DRY,NIGHT,20090111,40000,2.01E+11,20090110 2300,2009 1 10,2300,46,17R,5,476360.3969,2927309.495
137,M,A,DRY,NIGHT,20090111,50000,2.01E+11,20090111 000,2009 1 11,0,44,17R,5,476273.3923,2927318.717
137,M,A,DRY,NIGHT,20090111,60000,2.01E+11,20090111 100,2009 1 11,100,30,17R,4,476269.1925,2927310.993
137,M,A,DRY,NIGHT,20090111,80000,2.01E+11,20090111 300,2009 1 11,300,43,17R,4,476315.9706,2927280.49
137,M,A,DRY,NIGHT,20090111,90000,2.01E+11,20090111 400,2009 1 11,400,30,17R,4,476236.9177,2927246.939
137,M,A,DRY,NIGHT,20090111,100000,2.01E+11,20090111 500,2009 1 11,500,30,17R,4,476133.5732,2927332.026
137,M,A,DRY,NIGHT,20090111,110000,2.01E+11,20090111 600,2009 1 11,600,88,17R,4,476126.743,2929423.764
137,M,A,DRY,DAY,20090111,120000,2.01E+11,20090111 700,2009 1 11,700,73,17R,5,475920.7962,2931094.878
137,M,A,DRY,DAY,20090111,130000,2.01E+11,20090111 800,2009 1 11,800,30,17R,5,475923.9722,2931141.432
137,M,A,DRY,DAY,20090111,140000,2.01E+11,20090111 900,2009 1 11,900,42,17R,8,475940.7356,2931061.37
137,M,A,DRY,DAY,20090111,150000,2.01E+11,20090111 1000,2009 1 11,1000,30,17R,6,476009.2594,2931216.367
137,M,A,DRY,DAY,20090111,160000,2.01E+11,20090111 1100,2009 1 11,1100,83,17R,3,475984.4047,2931323.262
137,M,A,DRY,DAY,20090111,200000,2.01E+11,20090111 1500,2009 1 11,1500,43,17R,4,476055.4339,2931240.804
137,M,A,DRY,DAY,20090111,210000,2.01E+11,20090111 1600,2009 1 11,1600,30,17R,4,476063.2142,2931280.812
137,M,A,DRY,DAY,20090111,220000,2.01E+11,20090111 1700,2009 1 11,1700,30,17R,4,476100.4313,2932099.012
137,M,A,DRY,DAY,20090111,230000,2.01E+11,20090111 1800,2009 1 11,1800,44,17R,5,476005.3902,2932593.859
137,M,A,DRY,DAY,20090112,0,2.01E+11,20090111 1900,2009 1 11,1900,43,17R,9,476341.0184,2933178.004
137,M,A,DRY,NIGHT,20090112,10000,2.01E+11,20090111 2000,2009 1 11,2000,30,17R,7,475890.4809,2933366.172
137,M,A,DRY,NIGHT,20090112,20000,2.01E+11,20090111 2100,2009 1 11,2100,30,17R,5,474982.5946,2934075.915
137,M,A,DRY,NIGHT,20090112,30000,2.01E+11,20090111 2200,2009 1 11,2200,89,17R,4,474848.1248,2934037.924
137,M,A,DRY,NIGHT,20090112,40000,2.01E+11,20090111 2300,2009 1 11,2300,45,17R,4,474649.4937,2933983.658
137,M,A,DRY,NIGHT,20090112,50000,2.01E+11,20090112 000,2009 1 12,0,30,17R,4,474020.9819,2934548.198
137,M,A,DRY,NIGHT,20090112,60000,2.01E+11,20090112 100,2009 1 12,100,42,17R,6,474069.8994,2936046.483
137,M,A,DRY,NIGHT,20090112,70000,2.01E+11,20090112 200,2009 1 12,200,30,17R,5,474746.4668,2937270.225
137,M,A,DRY,NIGHT,20090112,80000,2.01E+11,20090112 300,2009 1 12,300,30,17R,4,476405.6131,2937156.389
137,M,A,DRY,NIGHT,20090112,90000,2.01E+11,20090112 400,2009 1 12,400,43,17R,8,476351.5429,2936348.601
137,M,A,DRY,NIGHT,20090112,100000,2.01E+11,20090112 500,2009 1 12,500,30,17R,7,476460.9419,2936157.883
137,M,A,DRY,NIGHT,20090112,110000,2.01E+11,20090112 600,2009 1 12,600,44,17R,6,476371.5045,2936127.769
137,M,A,DRY,DAY,20090112,120000,2.01E+11,20090112 700,2009 1 12,700,76,17R,3,476533.4332,2936042.642
137,M,A,DRY,DAY,20090112,130000,2.01E+11,20090112 800,2009 1 12,800,42,17R,6,474977.9368,2935257.624
137,M,A,DRY,DAY,20090112,140000,2.01E+11,20090112 900,2009 1 12,900,30,17R,5,474790.2167,2935299.052
137,M,A,DRY,DAY,20090112,170000,2.01E+11,20090112 1200,2009 1 12,1200,70,17R,3,474904.3666,2935337.657
137,M,A,DRY,DAY,20090112,180000,2.01E+11,20090112 1300,2009 1 12,1300,43,17R,6,474978.0887,2935212.107
137,M,A,DRY,DAY,20090112,190000,2.01E+11,20090112 1400,2009 1 12,1400,30,17R,5,474960.9513,2935305.635
137,M,A,DRY,DAY,20090112,210000,2.01E+11,20090112 1600,2009 1 12,1600,74,17R,5,474791.2965,2935218.228
137,M,A,DRY,DAY,20090112,220000,2.01E+11,20090112 1700,2009 1 12,1700,30,17R,5,475003.5381,2935289.95
137,M,A,DRY,DAY,20090112,230000,2.01E+11,20090112 1800,2009 1 12,1800,34,17R,5,474792.7474,2935316.467
137,M,A,DRY,DAY,20090113,0,2.01E+11,20090112 1900,2009 1 12,1900,44,17R,5,476267.7357,2933868.843
137,M,A,DRY,NIGHT,20090113,10000,2.01E+11,20090112 2000,2009 1 12,2000,30,17R,4,476986.0551,2933388.117
137,M,A,DRY,NIGHT,20090113,20000,2.01E+11,20090112 2100,2009 1 12,2100,44,17R,6,476533.6195,2933821.335
137,M,A,DRY,NIGHT,20090113,30000,2.01E+11,20090112 2200,2009 1 12,2200,43,17R,4,476957.7777,2933461.621
137,M,A,DRY,NIGHT,20090113,40000,2.01E+11,20090112 2300,2009 1 12,2300,53,17R,4,477076.9467,2933508.496
137,M,A,DRY,NIGHT,20090113,50000,2.01E+11,20090113 000,2009 1 13,0,44,17R,6,477689.9337,2934288.113
137,M,A,DRY,NIGHT,20090113,60000,2.01E+11,20090113 100,2009 1 13,100,30,17R,4,478342.091,2935795.79
137,M,A,DRY,NIGHT,20090113,70000,2.01E+11,20090113 200,2009 1 13,200,44,17R,4,478357.9643,2937061.659
137,M,A,DRY,NIGHT,20090113,80000,2.01E+11,20090113 300,2009 1 13,300,70,17R,5,477370.2291,2938676.105
137,M,A,DRY,NIGHT,20090113,90000,2.01E+11,20090113 400,2009 1 13,400,30,17R,4,477158.2347,2940322.229
137,M,A,DRY,NIGHT,20090113,100000,2.01E+11,20090113 500,2009 1 13,500,44,17R,9,475463.0829,2941779.121
137,M,A,DRY,NIGHT,20090113,110000,2.01E+11,20090113 600,2009 1 13,600,30,17R,8,473355.0185,2941560.637
137,M,A,DRY,DAY,20090113,120000,2.01E+11,20090113 700,2009 1 13,700,30,17R,6,473272.1597,2941877.321
137,M,A,DRY,DAY,20090113,130000,2.01E+11,20090113 800,2009 1 13,800,30,17R,4,473232.6523,2941797.906
137,M,A,DRY,DAY,20090113,140000,2.01E+11,20090113 900,2009 1 13,900,44,17R,4,473160.0223,2941852.286
137,M,A,DRY,DAY,20090113,150000,2.01E+11,20090113 1000,2009 1 13,1000,62,17R,5,473195.6658,2941907.31
137,M,A,DRY,DAY,20090113,160000,2.01E+11,20090113 1100,2009 1 13,1100,34,17R,4,473285.0734,2941795.132
137,M,A,DRY,DAY,20090113,170000,2.01E+11,20090113 1200,2009 1 13,1200,30,17R,4,473229.6668,2941945.035
137,M,A,DRY,DAY,20090113,180000,2.01E+11,20090113 1300,2009 1 13,1300,44,17R,5,473208.7195,2941886.843
137,M,A,DRY,DAY,20090113,190000,2.01E+11,20090113 1400,2009 1 13,1400,30,17R,5,473096.7183,2941846.422
137,M,A,DRY,DAY,20090113,200000,2.01E+11,20090113 1500,2009 1 13,1500,30,17R,5,473089.6498,2941890.205
137,M,A,DRY,DAY,20090113,210000,2.01E+11,20090113 1600,2009 1 13,1600,42,17R,8,473221.4698,2941960.537
137,M,A,DRY,DAY,20090113,220000,2.01E+11,20090113 1700,2009 1 13,1700,30,17R,6,473284.7856,2941923.157
137,M,A,DRY,DAY,20090113,230000,2.01E+11,20090113 1800,2009 1 13,1800,30,17R,6,472802.1048,2942072.888
137,M,A,DRY,DAY,20090114,0,2.01E+11,20090113 1900,2009 1 13,1900,42,17R,7,472439.6096,2943024.763
137,M,A,DRY,NIGHT,20090114,10000,2.01E+11,20090113 2000,2009 1 13,2000,30,17R,7,472425.5262,2943052.396
137,M,A,DRY,NIGHT,20090114,20000,2.01E+11,20090113 2100,2009 1 13,2100,30,17R,5,472384.9236,2943149.488
137,M,A,DRY,NIGHT,20090114,30000,2.01E+11,20090113 2200,2009 1 13,2200,43,17R,6,472384.435,2943057.282
137,M,A,DRY,NIGHT,20090114,40000,2.01E+11,20090113 2300,2009 1 13,2300,30,17R,4,472466.5708,2943068.115
137,M,A,DRY,NIGHT,20090114,50000,2.01E+11,20090114 000,2009 1 14,0,43,17R,7,472522.8295,2943124.307
137,M,A,DRY,NIGHT,20090114,60000,2.01E+11,20090114 100,2009 1 14,100,30,17R,5,472452.213,2943122.625
137,M,A,DRY,NIGHT,20090114,70000,2.01E+11,20090114 200,2009 1 14,200,73,17R,5,472525.6565,2943128.164
137,M,A,DRY,NIGHT,20090114,80000,2.01E+11,20090114 300,2009 1 14,300,30,17R,4,472480.943,2943090.969
137,M,A,DRY,NIGHT,20090114,90000,2.01E+11,20090114 400,2009 1 14,400,74,17R,5,472391.6544,2943185.299
137,M,A,DRY,NIGHT,20090114,100000,2.01E+11,20090114 500,2009 1 14,500,44,17R,5,472421.4091,2943118.016
137,M,A,DRY,NIGHT,20090114,110000,2.01E+11,20090114 600,2009 1 14,600,30,17R,5,472791.7222,2943686.671
137,M,A,DRY,DAY,20090114,120000,2.01E+11,20090114 700,2009 1 14,700,46,17R,4,471762.2331,2943565.599
137,M,A,DRY,DAY,20090114,140000,2.01E+11,20090114 900,2009 1 14,900,43,17R,5,471799.743,2943645.207
137,M,A,DRY,DAY,20090114,150000,2.01E+11,20090114 1000,2009 1 14,1000,57,17R,5,471813.7251,2943526.706
137,M,A,DRY,DAY,20090114,160000,2.01E+11,20090114 1100,2009 1 14,1100,30,17R,4,471902.5973,2943585.112
137,M,A,DRY,DAY,20090114,170000,2.01E+11,20090114 1200,2009 1 14,1200,30,17R,4,471792.8278,2943618.971
137,M,A,DRY,DAY,20090114,180000,2.01E+11,20090114 1300,2009 1 14,1300,44,17R,5,471946.1319,2943715.218
137,M,A,DRY,DAY,20090114,190000,2.01E+11,20090114 1400,2009 1 14,1400,43,17R,4,471875.1145,2943592.382
137,M,A,DRY,DAY,20090114,200000,2.01E+11,20090114 1500,2009 1 14,1500,30,17R,5,471849.4199,2943628.556
137,M,A,DRY,DAY,20090114,220000,2.01E+11,20090114 1700,2009 1 14,1700,60,17R,6,471777.9212,2943656.914
137,M,A,DRY,DAY,20090114,230000,2.01E+11,20090114 1800,2009 1 14,1800,30,17R,5,472357.8851,2943234.026
