"","X","X.1","BEARID","FREQ","FIX","FIX_DATE_T","LMT_DATE","LMT_TIME","LATITUDE","LONGITUDE","ELEV","TIME","TEMP","FIX_STATUS","SATS_USED","PDOP","NAV","plot","Year","Init48","Trans","UTMe","UTMn","Day","Week","Season","subsample"
"1186",1186,1186,5,580,1535,38562.39603,"7/29/2005","09:30",39.1460842,-106.7745661,2535,18,22.5,"""3D Fix-F0""",4,5.3,"3D","yes",2005,"no","no",346648.655331,4334487.38471,210,30,"Pre-Hyperphagia","yes"
"1188",1188,1188,5,580,1537,38562.41734,"7/29/2005","10:00",39.1466581,-106.7743969,2543,49,23,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",346664.523597,4334550.79289,210,30,"Pre-Hyperphagia","yes"
"1190",1190,1190,5,580,1539,38562.4377,"7/29/2005","10:30",39.1471183,-106.7743547,2564,49,22,"""3D Fix-F0""",4,5.3,"3D","yes",2005,"no","no",346669.169447,4334601.79677,210,30,"Pre-Hyperphagia","yes"
"1192",1192,1192,5,580,1541,38562.46005,"7/29/2005","11:02",39.1456697,-106.7731294,2554,140,23,"""3D Fix-F1""",5,2.9,"3D","yes",2005,"no","no",346771.918648,4334438.95403,210,30,"Pre-Hyperphagia","yes"
"1194",1194,1194,5,580,1543,38562.47959,"7/29/2005","11:30",39.1452172,-106.7729186,2535,34,26,"""2D Fix-F1""",4,1.6,"2D","yes",2005,"no","no",346789.155156,4334388.37742,210,30,"Pre-Hyperphagia","yes"
"1197",1197,1197,5,580,1547,38562.52208,"7/29/2005","12:31",39.1450625,-106.7727953,2535,100,30,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",346799.475635,4334370.99987,210,30,"Pre-Hyperphagia","yes"
"1199",1199,1199,5,580,1549,38562.54222,"7/29/2005","13:00",39.1453542,-106.7729153,2550,40,30.5,"""3D Fix-F3""",5,4.1,"3D","yes",2005,"no","no",346789.737462,4334403.57676,210,30,"Pre-Hyperphagia","yes"
"1201",1201,1201,5,580,1551,38562.5628,"7/29/2005","13:30",39.1451717,-106.7728928,2553,20,31,"""3D Fix-F3""",6,3.9,"3D","yes",2005,"no","no",346791.286195,4334383.28405,210,30,"Pre-Hyperphagia","yes"
"1203",1203,1203,5,580,1553,38562.58365,"7/29/2005","14:00",39.1450461,-106.7735089,2539,19,31.5,"""3D Fix-F1""",5,3.3,"3D","yes",2005,"no","no",346737.768495,4334370.38496,210,30,"Pre-Hyperphagia","yes"
"1205",1205,1205,5,580,1555,38562.60443,"7/29/2005","14:30",39.14386,-106.7768597,2485,22,28.5,"""3D Fix-F1""",5,2.9,"3D","yes",2005,"no","no",346445.603701,4334244.41176,210,30,"Pre-Hyperphagia","yes"
"1206",1206,1206,5,580,1557,38562.62573,"7/29/2005","15:01",39.1436131,-106.7769464,2531,55,27.5,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",346437.574033,4334217.15636,210,30,"Pre-Hyperphagia","yes"
"1208",1208,1208,5,580,1559,38562.64634,"7/29/2005","15:30",39.1433789,-106.7770956,2531,36,27,"""2D Fix-F0""",3,2.7,"2D","yes",2005,"no","no",346424.170344,4334191.41627,210,30,"Pre-Hyperphagia","yes"
"1210",1210,1210,5,580,1561,38562.66722,"7/29/2005","16:00",39.1417908,-106.7751692,2503,40,24,"""3D Fix-F3""",5,3.9,"3D","yes",2005,"no","no",346587.211662,4334011.90238,210,30,"Pre-Hyperphagia","yes"
"1211",1211,1211,5,580,1563,38562.68821,"7/29/2005","16:31",39.1424114,-106.7763575,2487,60,23,"""2D Fix-F1""",4,2.4,"2D","yes",2005,"no","no",346485.858648,4334082.78941,210,30,"Pre-Hyperphagia","yes"
"1213",1213,1213,5,580,1565,38562.70889,"7/29/2005","17:00",39.1418644,-106.7741233,2478,40,23.5,"""3D Fix-F1""",5,4,"3D","yes",2005,"no","no",346677.765555,4334018.30292,210,30,"Pre-Hyperphagia","yes"
"1215",1215,1215,5,580,1567,38562.72969,"7/29/2005","17:30",39.1420961,-106.7800322,2507,41,22,"""3D Fix-F1""",5,6.3,"3D","yes",2005,"no","no",346167.580893,4334054.01987,210,30,"Pre-Hyperphagia","yes"
"1217",1217,1217,5,580,1569,38562.75058,"7/29/2005","18:00",39.1390511,-106.7788947,2668,48,22,"""3D Fix-F1""",5,5.3,"3D","yes",2005,"no","no",346259.266167,4333714.14334,210,30,"Pre-Hyperphagia","yes"
"1220",1220,1220,5,580,1573,38562.79206,"7/29/2005","19:00",39.1322742,-106.7787083,2883,49,22,"""3D Fix-F1""",5,5.4,"3D","yes",2005,"no","no",346260.634863,4332961.69562,210,30,"Pre-Hyperphagia","yes"
"1221",1221,1221,5,580,1575,38562.81328,"7/29/2005","19:31",39.1358825,-106.7827469,2882,59,21,"""2D Fix-F0""",3,3,"2D","yes",2005,"no","no",345919.409595,4333369.01119,210,30,"Pre-Hyperphagia","yes"
"1222",1222,1222,5,580,1577,38562.83413,"7/29/2005","20:01",39.1423436,-106.7842908,2885,61,20,"""2D Fix-F0""",3,3,"2D","yes",2005,"no","no",345800.063579,4334088.71764,210,30,"Pre-Hyperphagia","yes"
"1224",1224,1224,5,580,1579,38562.85493,"7/29/2005","20:31",39.1443444,-106.7834117,2561,58,19,"""2D Fix-F9""",4,2.5,"2D","yes",2005,"no","no",345880.405823,4334309.28242,210,30,"Pre-Hyperphagia","yes"
"1226",1226,1226,5,580,1581,38562.87602,"7/29/2005","21:01",39.1435344,-106.7807678,2463,80,16.5,"""3D Fix-F1""",8,2.2,"3D","yes",2005,"no","no",346107.138179,4334214.89677,210,30,"Pre-Hyperphagia","yes"
"1228",1228,1228,5,580,1583,38562.89633,"7/29/2005","21:30",39.1446903,-106.7760094,2463,49,12.5,"""3D Fix-F1""",7,3.4,"3D","yes",2005,"no","no",346520.894352,4334335.12365,210,30,"Pre-Hyperphagia","yes"
"1230",1230,1230,5,580,1585,38562.91721,"7/29/2005","22:00",39.1446653,-106.7741744,2493,48,14,"""3D Fix-F1""",6,4.1,"3D","yes",2005,"no","no",346679.427454,4334329.2464,210,30,"Pre-Hyperphagia","yes"
"1232",1232,1232,5,580,1587,38562.93773,"7/29/2005","22:30",39.1440628,-106.7732506,2491,19,19,"""3D Fix-F2""",7,3.5,"3D","yes",2005,"no","no",346757.958763,4334260.81735,210,30,"Pre-Hyperphagia","yes"
"1236",1236,1236,5,580,1593,38563.00053,"7/30/2005","00:00",39.1440528,-106.7732856,2494,41,27,"""3D Fix-F1""",5,2.6,"3D","yes",2005,"no","no",346754.912219,4334259.76662,211,30,"Pre-Hyperphagia","yes"
"1237",1237,1237,5,580,1595,38563.02102,"7/30/2005","00:30",39.1437225,-106.7720508,2116,19,28.5,"""3D Fix-F0""",5,8.1,"3D","yes",2005,"no","no",346860.913104,4334221.02342,211,30,"Pre-Hyperphagia","yes"
"1239",1239,1239,5,580,1597,38563.04185,"7/30/2005","01:00",39.1441811,-106.7733864,2508,19,28.5,"""3D Fix-F0""",4,4.8,"3D","yes",2005,"no","no",346746.47895,4334274.17622,211,30,"Pre-Hyperphagia","yes"
"1241",1241,1241,5,580,1599,38563.06274,"7/30/2005","01:30",39.1441644,-106.7733869,2493,54,25.5,"""3D Fix-F0""",4,4.6,"3D","yes",2005,"no","no",346746.399512,4334272.32362,211,30,"Pre-Hyperphagia","yes"
"1243",1243,1243,5,580,1601,38563.08389,"7/30/2005","02:00",39.1443372,-106.7744447,2485,41,24.5,"""3D Fix-F0""",5,3.7,"3D","yes",2005,"no","no",346655.354993,4334293.28913,211,30,"Pre-Hyperphagia","yes"
"1245",1245,1245,5,580,1603,38563.10446,"7/30/2005","02:30",39.1443961,-106.7743286,2490,19,29,"""3D Fix-F2""",5,3.8,"3D","yes",2005,"no","no",346665.516661,4334299.6299,211,30,"Pre-Hyperphagia","yes"
"1247",1247,1247,5,580,1605,38563.12519,"7/30/2005","03:00",39.1443722,-106.7741744,2439,19,31,"""3D Fix-F0""",4,7.2,"3D","yes",2005,"no","no",346678.791371,4334296.71677,211,30,"Pre-Hyperphagia","yes"
"1249",1249,1249,5,580,1607,38563.14637,"7/30/2005","03:30",39.1444531,-106.7743703,2529,41,31,"""3D Fix-F1""",5,4.2,"3D","yes",2005,"no","no",346662.036495,4334306.02651,211,30,"Pre-Hyperphagia","yes"
"1251",1251,1251,5,580,1609,38563.16693,"7/30/2005","04:00",39.14445,-106.7743633,2489,19,31,"""3D Fix-F4""",5,4.6,"3D","yes",2005,"no","no",346662.634734,4334305.67063,211,30,"Pre-Hyperphagia","yes"
"1253",1253,1253,5,580,1611,38563.18825,"7/30/2005","04:31",39.1444139,-106.774675,2470,59,28,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",346635.618033,4334302.19093,211,30,"Pre-Hyperphagia","yes"
"1254",1254,1254,5,580,1613,38563.20854,"7/30/2005","05:00",39.1395856,-106.7719175,2508,51,18.5,"""3D Fix-F0""",4,3.1,"3D","yes",2005,"no","no",346863.46765,4333761.66594,211,30,"Pre-Hyperphagia","yes"
"1255",1255,1255,5,580,1615,38563.22986,"7/30/2005","05:31",39.1416625,-106.7694478,2533,53,16,"""3D Fix-F2""",6,2.8,"3D","yes",2005,"no","no",347081.418286,4333988.00466,211,30,"Pre-Hyperphagia","yes"
"1257",1257,1257,5,580,1617,38563.25028,"7/30/2005","06:00",39.1417069,-106.7703261,2495,21,17,"""3D Fix-F2""",6,4.1,"3D","yes",2005,"no","no",347005.605343,4333994.41302,211,30,"Pre-Hyperphagia","yes"
"1259",1259,1259,5,580,1619,38563.2714,"7/30/2005","06:30",39.1423792,-106.7710231,2499,49,17,"""3D Fix-F1""",6,2.6,"3D","yes",2005,"no","no",346946.821906,4334070.20355,211,30,"Pre-Hyperphagia","yes"
"1261",1261,1261,5,580,1621,38563.29189,"7/30/2005","07:00",39.1420619,-106.7710522,2509,19,17.5,"""3D Fix-F2""",5,6.2,"3D","yes",2005,"no","no",346943.619543,4334035.0372,211,30,"Pre-Hyperphagia","yes"
"1263",1263,1263,5,580,1625,38563.33363,"7/30/2005","08:00",39.1432175,-106.7723564,2509,19,19,"""3D Fix-F3""",6,4.6,"3D","yes",2005,"no","no",346833.406892,4334165.49201,211,30,"Pre-Hyperphagia","yes"
"1265",1265,1265,5,580,1627,38563.35471,"7/30/2005","08:30",39.1432553,-106.7722917,2475,41,26.5,"""3D Fix-F1""",5,5.2,"3D","yes",2005,"no","no",346839.08056,4334169.57801,211,30,"Pre-Hyperphagia","yes"
"1267",1267,1267,5,580,1629,38563.37522,"7/30/2005","09:00",39.1431572,-106.7723994,2478,19,28,"""3D Fix-F5""",6,2.9,"3D","yes",2005,"no","no",346829.559872,4334158.87222,211,30,"Pre-Hyperphagia","yes"
"1269",1269,1269,5,580,1633,38563.41744,"7/30/2005","10:01",39.1431275,-106.7722983,2499,60,25.5,"""3D Fix-F1""",6,4,"3D","yes",2005,"no","no",346838.233103,4334155.4053,211,30,"Pre-Hyperphagia","yes"
"1271",1271,1271,5,580,1635,38563.43807,"7/30/2005","10:30",39.1447403,-106.7737522,2511,49,24,"""3D Fix-F1""",6,3,"3D","yes",2005,"no","no",346716.078244,4334336.85686,211,30,"Pre-Hyperphagia","yes"
"1273",1273,1273,5,580,1637,38563.45885,"7/30/2005","11:00",39.1453656,-106.7723522,2592,49,24,"""3D Fix-F1""",5,2.9,"3D","yes",2005,"no","no",346838.426851,4334403.89121,211,30,"Pre-Hyperphagia","yes"
"1274",1274,1274,5,580,1639,38563.47936,"7/30/2005","11:30",39.1465297,-106.7739625,2562,50,25.5,"""3D Fix-F0""",4,4,"3D","yes",2005,"no","no",346701.786339,4334535.80833,211,30,"Pre-Hyperphagia","yes"
"1276",1276,1276,5,580,1641,38563.50019,"7/30/2005","12:00",39.1461906,-106.7738792,2566,49,28.5,"""3D Fix-F0""",4,3.1,"3D","yes",2005,"no","no",346708.24942,4334498.03264,211,30,"Pre-Hyperphagia","yes"
"1279",1279,1279,5,580,1645,38563.54231,"7/30/2005","13:00",39.1470133,-106.7739392,2568,50,29,"""3D Fix-F1""",6,2.8,"3D","yes",2005,"no","no",346704.849373,4334589.4412,211,30,"Pre-Hyperphagia","yes"
"1281",1281,1281,5,580,1647,38563.56272,"7/30/2005","13:30",39.1470642,-106.7732675,2555,35,30.5,"""3D Fix-F1""",6,3.9,"3D","yes",2005,"no","no",346763.008616,4334593.95555,211,30,"Pre-Hyperphagia","yes"
"1283",1283,1283,5,580,1649,38563.58352,"7/30/2005","14:00",39.1469169,-106.7732511,2581,50,28,"""3D Fix-F0""",4,7.1,"3D","yes",2005,"no","no",346764.106396,4334577.57979,211,30,"Pre-Hyperphagia","yes"
"1285",1285,1285,5,580,1651,38563.60434,"7/30/2005","14:30",39.1469356,-106.7730908,2564,19,27.5,"""3D Fix-F0""",4,4.2,"3D","yes",2005,"no","no",346778.000224,4334579.38446,211,30,"Pre-Hyperphagia","yes"
"1287",1287,1287,5,580,1653,38563.6253,"7/30/2005","15:00",39.147045,-106.7734247,2595,20,29,"""3D Fix-F1""",5,3.4,"3D","yes",2005,"no","no",346749.381629,4334592.09018,211,30,"Pre-Hyperphagia","yes"
"1289",1289,1289,5,580,1655,38563.64632,"7/30/2005","15:30",39.1469686,-106.7736728,2571,36,29,"""3D Fix-F2""",5,4.5,"3D","yes",2005,"no","no",346727.774881,4334584.03007,211,30,"Pre-Hyperphagia","yes"
"1291",1291,1291,5,580,1657,38563.66731,"7/30/2005","16:00",39.1465828,-106.7730822,2596,50,28.5,"""3D Fix-F1""",5,3.7,"3D","yes",2005,"no","no",346777.978234,4334540.2145,211,30,"Pre-Hyperphagia","yes"
"1293",1293,1293,5,580,1659,38563.68779,"7/30/2005","16:30",39.1458531,-106.7725158,2586,21,30,"""3D Fix-F2""",7,2.5,"3D","yes",2005,"no","no",346825.345088,4334458.27248,211,30,"Pre-Hyperphagia","yes"
"1295",1295,1295,5,580,1661,38563.70898,"7/30/2005","17:00",39.1453347,-106.7720131,2591,50,27.5,"""3D Fix-F1""",5,4.1,"3D","yes",2005,"no","no",346867.665835,4334399.88936,211,30,"Pre-Hyperphagia","yes"
"1297",1297,1297,5,580,1663,38563.72935,"7/30/2005","17:30",39.1460347,-106.7719233,2621,50,26,"""3D Fix-F0""",4,7.4,"3D","yes",2005,"no","no",346876.943846,4334477.42712,211,30,"Pre-Hyperphagia","yes"
"1298",1298,1298,5,580,1665,38563.75019,"7/30/2005","18:00",39.14663,-106.7745753,2529,50,23.5,"""3D Fix-F0""",4,6.1,"3D","yes",2005,"no","no",346649.045054,4334547.97576,211,30,"Pre-Hyperphagia","yes"
"1300",1300,1300,5,580,1667,38563.77154,"7/30/2005","18:31",39.1462058,-106.7744667,2502,61,23.5,"""3D Fix-F3""",5,3.4,"3D","yes",2005,"no","no",346657.509617,4334500.71245,211,30,"Pre-Hyperphagia","yes"
"1302",1302,1302,5,580,1669,38563.79194,"7/30/2005","19:00",39.1448289,-106.7729339,2520,20,23,"""3D Fix-F9""",5,4.2,"3D","yes",2005,"no","no",346786.99078,4334345.30788,211,30,"Pre-Hyperphagia","yes"
"1304",1304,1304,5,580,1671,38563.81323,"7/30/2005","19:31",39.1424614,-106.7725617,2506,61,22.5,"""2D Fix-F1""",4,2,"2D","yes",2005,"no","no",346814.024427,4334081.92308,211,30,"Pre-Hyperphagia","yes"
"1307",1307,1307,5,580,1675,38563.85481,"7/30/2005","20:30",39.138495,-106.7702997,2506,50,21,"""3D Fix-F1""",6,2.8,"3D","yes",2005,"no","no",347000.932486,4333637.89698,211,30,"Pre-Hyperphagia","yes"
"1309",1309,1309,5,580,1677,38563.87567,"7/30/2005","21:00",39.13784,-106.7685064,2547,52,19,"""3D Fix-F1""",6,2.6,"3D","yes",2005,"no","no",347154.512745,4333562.17983,211,30,"Pre-Hyperphagia","yes"
"1311",1311,1311,5,580,1679,38563.89606,"7/30/2005","21:30",39.1369358,-106.7678944,2541,50,19,"""3D Fix-F2""",5,2.7,"3D","yes",2005,"no","no",347205.454063,4333460.7969,211,30,"Pre-Hyperphagia","yes"
"1313",1313,1313,5,580,1681,38563.91738,"7/30/2005","22:01",39.1367264,-106.7673533,2576,75,21.5,"""3D Fix-F1""",6,4.2,"3D","yes",2005,"no","no",347251.770372,4333436.64575,211,30,"Pre-Hyperphagia","yes"
"1314",1314,1314,5,580,1683,38563.93803,"7/30/2005","22:30",39.1366886,-106.7674261,2582,50,24.5,"""3D Fix-F1""",6,3.6,"3D","yes",2005,"no","no",347245.39632,4333432.57308,211,30,"Pre-Hyperphagia","yes"
"1316",1316,1316,5,580,1685,38563.95877,"7/30/2005","23:00",39.1367558,-106.7673928,2580,50,26.5,"""3D Fix-F1""",5,4.3,"3D","yes",2005,"no","no",347248.419805,4333439.97519,211,30,"Pre-Hyperphagia","yes"
"1318",1318,1318,5,580,1687,38563.9797,"7/30/2005","23:30",39.1366989,-106.7673947,2577,50,26,"""3D Fix-F1""",5,3.5,"3D","yes",2005,"no","no",347248.132591,4333433.66336,211,30,"Pre-Hyperphagia","yes"
"1319",1319,1319,5,580,1689,38564.00041,"7/31/2005","00:00",39.1360406,-106.7670803,2447,30,27.5,"""2D Fix-F1""",5,3.1,"2D","yes",2005,"no","no",347273.884563,4333360.07305,212,31,"Pre-Hyperphagia","yes"
"1321",1321,1321,5,580,1691,38564.02106,"7/31/2005","00:30",39.1366694,-106.7673217,2551,23,28.5,"""3D Fix-F8""",5,3.5,"3D","yes",2005,"no","no",347254.378462,4333430.26644,212,31,"Pre-Hyperphagia","yes"
"1323",1323,1323,5,580,1693,38564.04185,"7/31/2005","01:00",39.1367417,-106.7674267,2586,21,29.5,"""3D Fix-F0""",4,4.4,"3D","yes",2005,"no","no",347245.459239,4333438.46737,212,31,"Pre-Hyperphagia","yes"
"1325",1325,1325,5,580,1695,38564.06302,"7/31/2005","01:30",39.1339528,-106.7670661,2205,43,31,"""2D Fix-F1""",4,2.5,"2D","yes",2005,"no","no",347270.6001,4333128.33571,212,31,"Pre-Hyperphagia","yes"
"1326",1326,1326,5,580,1699,38564.10468,"7/31/2005","02:30",39.1356392,-106.7684178,2206,39,32,"""2D Fix-F0""",4,4,"2D","yes",2005,"no","no",347157.41077,4333317.7758,212,31,"Pre-Hyperphagia","yes"
"1328",1328,1328,5,580,1701,38564.12517,"7/31/2005","03:00",39.1367531,-106.7673419,2560,20,31,"""3D Fix-F0""",4,9.2,"3D","yes",2005,"no","no",347252.813423,4333439.58984,212,31,"Pre-Hyperphagia","yes"
"1330",1330,1330,5,580,1703,38564.14611,"7/31/2005","03:30",39.1364822,-106.7672017,2558,22,31.5,"""3D Fix-F8""",5,4,"3D","yes",2005,"no","no",347264.345875,4333409.28814,212,31,"Pre-Hyperphagia","yes"
"1332",1332,1332,5,580,1705,38564.16691,"7/31/2005","04:00",39.1365889,-106.76729,2537,51,30.5,"""3D Fix-F1""",5,4.8,"3D","yes",2005,"no","no",347256.944408,4333421.27882,212,31,"Pre-Hyperphagia","yes"
"1334",1334,1334,5,580,1707,38564.1883,"7/31/2005","04:31",39.1368683,-106.7668089,2567,68,21.5,"""2D Fix-F1""",4,1.5,"2D","yes",2005,"no","no",347299.13128,4333451.47819,212,31,"Pre-Hyperphagia","yes"
"1335",1335,1335,5,580,1709,38564.20914,"7/31/2005","05:01",39.1336822,-106.7591892,2611,61,16,"""3D Fix-F1""",6,2.7,"3D","yes",2005,"no","no",347950.87085,4333085.07591,212,31,"Pre-Hyperphagia","yes"
"1337",1337,1337,5,580,1711,38564.22939,"7/31/2005","05:30",39.1336167,-106.7573225,2586,19,18.5,"""3D Fix-F1""",7,2.6,"3D","yes",2005,"no","no",348112.081927,4333074.68043,212,31,"Pre-Hyperphagia","yes"
"1339",1339,1339,5,580,1713,38564.25032,"7/31/2005","06:00",39.1300239,-106.7562125,2602,19,16.5,"""3D Fix-F1""",7,3.9,"3D","yes",2005,"no","no",348200.311064,4332674.07874,212,31,"Pre-Hyperphagia","yes"
"1341",1341,1341,5,580,1715,38564.27139,"7/31/2005","06:30",39.1305703,-106.7548836,2624,39,13,"""2D Fix-F2""",7,1.8,"2D","yes",2005,"no","no",348316.35556,4332732.49863,212,31,"Pre-Hyperphagia","yes"
"1343",1343,1343,5,580,1717,38564.29201,"7/31/2005","07:00",39.1299189,-106.7553161,2616,23,14.5,"""3D Fix-F2""",6,3.1,"3D","yes",2005,"no","no",348277.571756,4332660.92643,212,31,"Pre-Hyperphagia","yes"
"1345",1345,1345,5,580,1721,38564.33435,"7/31/2005","08:01",39.1296631,-106.7494775,2666,79,13.5,"""3D Fix-F1""",6,4.6,"3D","yes",2005,"no","no",348781.721826,4332622.79211,212,31,"Pre-Hyperphagia","yes"
"1347",1347,1347,5,580,1723,38564.35483,"7/31/2005","08:30",39.128695,-106.7469614,2662,49,14.5,"""3D Fix-F1""",6,3.7,"3D","yes",2005,"no","no",348997.149928,4332511.15903,212,31,"Pre-Hyperphagia","yes"
"1349",1349,1349,5,580,1725,38564.37566,"7/31/2005","09:00",39.1268986,-106.7440828,2676,48,15.5,"""3D Fix-F1""",6,2.8,"3D","yes",2005,"no","no",349242.153562,4332307.00176,212,31,"Pre-Hyperphagia","yes"
"1351",1351,1351,5,580,1727,38564.3961,"7/31/2005","09:30",39.1255469,-106.7427914,2600,32,18,"""3D Fix-F0""",6,4.9,"3D","yes",2005,"no","no",349350.908392,4332154.84036,212,31,"Pre-Hyperphagia","yes"
"1353",1353,1353,5,580,1729,38564.41694,"7/31/2005","10:00",39.1256944,-106.74259,2673,49,23.5,"""3D Fix-F1""",5,2.7,"3D","yes",2005,"no","no",349368.633039,4332170.87624,212,31,"Pre-Hyperphagia","yes"
"1355",1355,1355,5,580,1731,38564.4381,"7/31/2005","10:30",39.1254769,-106.7425394,2725,49,27.5,"""3D Fix-F1""",5,4.1,"3D","yes",2005,"no","no",349372.543832,4332146.65324,212,31,"Pre-Hyperphagia","yes"
"1357",1357,1357,5,580,1733,38564.45981,"7/31/2005","11:02",39.1254022,-106.7422881,2718,120,30,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",349394.108789,4332137.94572,212,31,"Pre-Hyperphagia","yes"
"1359",1359,1359,5,580,1735,38564.47999,"7/31/2005","11:31",39.1247819,-106.7405653,2718,62,27.5,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",349541.719442,4332066.24512,212,31,"Pre-Hyperphagia","yes"
"1361",1361,1361,5,580,1737,38564.5002,"7/31/2005","12:00",39.1243244,-106.7394028,2652,48,25.5,"""3D Fix-F0""",4,3.1,"3D","yes",2005,"no","no",349641.241881,4332013.54357,212,31,"Pre-Hyperphagia","yes"
"1363",1363,1363,5,580,1739,38564.52146,"7/31/2005","12:30",39.1240208,-106.7382131,2672,59,26.5,"""2D Fix-F1""",4,1.9,"2D","yes",2005,"no","no",349743.444096,4331977.87873,212,31,"Pre-Hyperphagia","yes"
"1365",1365,1365,5,580,1741,38564.54271,"7/31/2005","13:01",39.1233433,-106.737705,2707,120,28,"""3D Fix-F0""",4,3.7,"3D","yes",2005,"no","no",349785.929207,4331901.84612,212,31,"Pre-Hyperphagia","yes"
"1367",1367,1367,5,580,1743,38564.56323,"7/31/2005","13:31",39.1200597,-106.7394211,2677,59,23,"""3D Fix-F1""",5,2.7,"3D","yes",2005,"no","no",349630.590485,4331540.26067,212,31,"Pre-Hyperphagia","yes"
"1369",1369,1369,5,580,1745,38564.58389,"7/31/2005","14:00",39.1185317,-106.7392344,2673,39,25,"""3D Fix-F0""",5,3.2,"3D","yes",2005,"no","no",349643.482419,4331370.36804,212,31,"Pre-Hyperphagia","yes"
"1372",1372,1372,5,580,1749,38564.62564,"7/31/2005","15:00",39.1181783,-106.7388331,2741,57,26,"""3D Fix-F0""",4,5.3,"3D","yes",2005,"no","no",349677.4257,4331330.48174,212,31,"Pre-Hyperphagia","yes"
"1374",1374,1374,5,580,1753,38564.66688,"7/31/2005","16:00",39.1188461,-106.7400622,2681,21,25.5,"""3D Fix-F0""",4,4.2,"3D","yes",2005,"no","no",349572.583522,4331406.63279,212,31,"Pre-Hyperphagia","yes"
"1376",1376,1376,5,580,1755,38564.68828,"7/31/2005","16:31",39.1202436,-106.7394064,2691,59,26.5,"""2D Fix-F0""",3,2.7,"2D","yes",2005,"no","no",349632.252415,4331560.64626,212,31,"Pre-Hyperphagia","yes"
"1378",1378,1378,5,580,1757,38564.7091,"7/31/2005","17:01",39.1199517,-106.7389717,2683,58,29,"""3D Fix-F1""",6,2.9,"3D","yes",2005,"no","no",349669.213053,4331527.53007,212,31,"Pre-Hyperphagia","yes"
"1380",1380,1380,5,580,1759,38564.72981,"7/31/2005","17:30",39.1200664,-106.7393894,2679,48,27,"""3D Fix-F2""",6,3,"3D","yes",2005,"no","no",349633.345306,4331540.95175,212,31,"Pre-Hyperphagia","yes"
"1382",1382,1382,5,580,1761,38564.75022,"7/31/2005","18:00",39.1179808,-106.7365761,2704,19,18.5,"""3D Fix-F3""",6,4.3,"3D","yes",2005,"no","no",349872.136977,4331304.82745,212,31,"Pre-Hyperphagia","yes"
"1384",1384,1384,5,580,1763,38564.77197,"7/31/2005","18:31",39.1166303,-106.732475,2767,98,15.5,"""3D Fix-F1""",5,3.4,"3D","yes",2005,"no","no",350223.841178,4331148.16962,212,31,"Pre-Hyperphagia","yes"
"1386",1386,1386,5,580,1765,38564.79213,"7/31/2005","19:00",39.1164217,-106.7331303,2697,42,15,"""3D Fix-F0""",4,4.6,"3D","yes",2005,"no","no",350166.743581,4331126.09975,212,31,"Pre-Hyperphagia","yes"
"1389",1389,1389,5,580,1769,38564.83412,"7/31/2005","20:01",39.1134222,-106.7306408,2697,60,13,"""2D Fix-F0""",3,3.1,"2D","yes",2005,"no","no",350375.634736,4330789.09825,212,31,"Pre-Hyperphagia","yes"
"1390",1390,1390,5,580,1773,38564.87597,"7/31/2005","21:01",39.1117836,-106.7378492,3037,81,14.5,"""3D Fix-F1""",5,3.3,"3D","yes",2005,"no","no",349748.904814,4330619.14485,212,31,"Pre-Hyperphagia","yes"
"1392",1392,1392,5,580,1775,38564.89603,"7/31/2005","21:30",39.1118078,-106.7376414,3041,35,21.5,"""3D Fix-F0""",4,3.2,"3D","yes",2005,"no","no",349766.923338,4330621.48679,212,31,"Pre-Hyperphagia","yes"
"1394",1394,1394,5,580,1777,38564.91722,"7/31/2005","22:00",39.1119106,-106.7378156,3049,50,26.5,"""3D Fix-F2""",5,2.6,"3D","yes",2005,"no","no",349752.079759,4330633.18419,212,31,"Pre-Hyperphagia","yes"
"1396",1396,1396,5,580,1779,38564.93833,"7/31/2005","22:31",39.1120131,-106.7375961,3097,64,28.5,"""3D Fix-F5""",5,3.8,"3D","yes",2005,"no","no",349771.276174,4330644.1968,212,31,"Pre-Hyperphagia","yes"
"1397",1397,1397,5,580,1781,38564.95872,"7/31/2005","23:00",39.1119031,-106.7377286,3051,31,31,"""3D Fix-F2""",5,4.2,"3D","yes",2005,"no","no",349759.586144,4330632.20784,212,31,"Pre-Hyperphagia","yes"
"1399",1399,1399,5,580,1785,38565.00039,"8/1/2005","00:00",39.1118928,-106.7378456,3037,26,31.5,"""3D Fix-F7""",5,4.5,"3D","yes",2005,"no","no",349749.448047,4330631.25832,213,31,"Hyperphagia","yes"
"1401",1401,1401,5,580,1787,38565.02109,"8/1/2005","00:30",39.1117428,-106.73757,3071,24,32.5,"""3D Fix-F0""",4,5.4,"3D","yes",2005,"no","no",349772.958781,4330614.15471,213,31,"Hyperphagia","yes"
"1403",1403,1403,5,580,1789,38565.04209,"8/1/2005","01:00",39.1115367,-106.7377014,3036,29,33,"""3D Fix-F4""",5,2.9,"3D","yes",2005,"no","no",349761.159702,4330591.49838,213,31,"Hyperphagia","yes"
