crop,d_cover,d_roads,animal_id,use,roaddist,BinRoad,NewDate,Season,cropnew,std_cover,std_roads
2,30,276.5863337,647592A,0,4.451610509,0-200,10/13/2011 3:00,winter2012,1,-0.475695447,-0.321803792
5,134.1640786,174.9285568,647592A,0,173.2981938,0-200,10/13/2011 3:00,winter2012,3,0.354013591,-0.644591863
5,30,295.4657341,647592A,0,277.0701814,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.261857122
2,30,174.9285568,647592A,0,388.2725769,400-600,10/13/2011 3:00,winter2012,1,-0.475695447,-0.644591863
5,30,457.9301257,647592A,0,467.9960777,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,0.254006682
5,216.3330765,361.2478374,647592A,0,260.219752,200-400,10/13/2011 3:00,winter2012,3,1.008522911,-0.052983007
2,161.5549442,553.1726674,647592A,0,778.7988992,800-1000,10/13/2011 3:00,winter2012,1,0.57219292,0.556424826
4,0,90,647592A,0,346.7547786,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.914260606
4,0,390,647592A,0,410.5713031,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,0.038312075
5,67.08203932,570.7889277,647592A,0,112.2500934,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,0.612360721
4,0,30,647592A,0,143.7716158,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.104775143
5,84.85281374,30,647592A,0,787.8157793,800-1000,10/13/2011 3:00,winter2012,3,-0.038770589,-1.104775143
4,0,67.08203932,647592A,0,192.1906657,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.987030684
4,0,900.4998612,647592A,0,124.7637219,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,1.659272814
2,241.8677324,360,647592A,0,173.1188451,0-200,10/13/2011 3:00,winter2012,1,1.211916778,-0.056945193
4,0,283.019434,647592A,0,335.2127727,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.30137714
5,60,570,647592A,0,220.8822033,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,0.609855684
5,42.42640687,42.42640687,647592A,0,192.5199899,200-400,10/13/2011 3:00,winter2012,3,-0.376714088,-1.06531829
5,30,134.1640786,647592A,0,141.0526006,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.774028957
2,150,362.4913792,647592A,0,42.59418747,0-200,10/13/2011 3:00,winter2012,1,0.480153113,-0.04903446
2,150,342.0526275,647592A,0,419.7214085,400-600,10/13/2011 3:00,winter2012,1,0.480153113,-0.113932449
5,134.1640786,180,647592A,0,289.7185142,200-400,10/13/2011 3:00,winter2012,3,0.354013591,-0.628488802
4,0,182.4828759,647592A,0,141.7760999,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.620605069
5,67.08203932,305.9411708,647592A,0,109.7269425,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,-0.228595073
5,67.08203932,0,647592A,0,148.6741486,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,-1.200032411
5,120,648.9992296,647592A,0,17.05341965,0-200,10/13/2011 3:00,winter2012,3,0.241190973,0.860697377
5,60,67.08203932,647592A,0,66.9901343,0-200,10/13/2011 3:00,winter2012,3,-0.236733307,-0.987030684
5,30,30,647592A,0,167.4388438,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
1,60,0,647592A,0,26.55174937,0-200,10/13/2011 3:00,winter2012,1,-0.236733307,-1.200032411
5,152.9705854,150,647592A,0,392.7440878,400-600,10/13/2011 3:00,winter2012,3,0.503815028,-0.72374607
4,0,283.019434,647592A,0,155.4023317,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.30137714
4,0,152.9705854,647592A,0,104.6224262,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.714313742
4,0,60,647592A,0,284.7859843,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
1,60,152.9705854,647592A,0,41.04471384,0-200,10/13/2011 3:00,winter2012,1,-0.236733307,-0.714313742
5,60,0,647592A,0,430.613741,400-600,10/13/2011 3:00,winter2012,3,-0.236733307,-1.200032411
5,60,394.5883931,647592A,0,224.8972333,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,0.052881335
4,0,174.9285568,647592A,0,291.6097562,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.644591863
4,0,917.8235124,647592A,0,450.9223366,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,1.714279604
4,0,270,647592A,0,101.294844,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.342716997
5,67.08203932,690,647592A,0,279.4850224,200-400,10/13/2011 3:00,winter2012,3,-0.180321998,0.990884757
4,0,270,647592A,0,691.5273584,600-800,10/13/2011 3:00,winter2012,2,-0.714657587,-0.342716997
5,30,60,647592A,0,105.3682343,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.009517874
5,30,0,647592A,0,358.5604672,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-1.200032411
5,90,390,647592A,0,243.4841135,200-400,10/13/2011 3:00,winter2012,3,0.002228833,0.038312075
5,60,330,647592A,0,338.2415089,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,-0.152202461
5,108.1665383,618.4658438,647592A,0,52.90988519,0-200,10/13/2011 3:00,winter2012,3,0.146932662,0.76374648
5,90,305.9411708,647592A,0,321.3927808,200-400,10/13/2011 3:00,winter2012,3,0.002228833,-0.228595073
5,30,391.1521443,647592A,0,100.3610751,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,0.041970413
4,0,270,647592A,0,106.3549953,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.342716997
5,30,30,647592A,0,25.85988972,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
2,42.42640687,67.08203932,647592A,0,94.72241465,0-200,10/13/2011 3:00,winter2012,1,-0.376714088,-0.987030684
4,0,442.9446918,647592A,0,264.7191737,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.206424299
4,0,60,647592A,0,142.7439141,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
4,0,390,647592A,0,36.37284892,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,0.038312075
5,42.42640687,67.08203932,647592A,0,138.8120482,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-0.987030684
4,0,512.6402247,647592A,0,337.5945961,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.427724501
4,0,90,647592A,0,337.9579259,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.914260606
2,134.1640786,210,647592A,0,183.0461204,0-200,10/13/2011 3:00,winter2012,1,0.354013591,-0.533231534
4,0,42.42640687,647592A,0,177.7882756,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.06531829
5,30,84.85281374,647592A,0,98.72015552,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.93060417
4,0,30,647592A,0,257.1947616,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-1.104775143
5,42.42640687,30,647592A,0,87.93847544,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-1.104775143
5,30,268.3281573,647592A,0,137.9368143,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.348025503
4,0,379.4733192,647592A,0,356.2653317,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.004887313
1,30,0,647592A,0,20.97862307,0-200,10/13/2011 3:00,winter2012,1,-0.475695447,-1.200032411
5,94.86832981,212.1320344,647592A,0,113.8193747,0-200,10/13/2011 3:00,winter2012,3,0.04100705,-0.526461808
4,0,335.4101966,647592A,0,204.2475324,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.135023776
5,94.86832981,323.1098884,647592A,0,113.2552757,0-200,10/13/2011 3:00,winter2012,3,0.04100705,-0.174080235
5,60,60,647592A,0,169.7912642,0-200,10/13/2011 3:00,winter2012,3,-0.236733307,-1.009517874
4,0,212.1320344,647592A,0,53.47615582,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.526461808
4,0,120,647592A,0,184.9881863,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.819003338
2,127.2792206,474.341649,647592A,0,302.5417791,200-400,10/13/2011 3:00,winter2012,1,0.299172911,0.306117245
5,30,632.8506933,647592A,0,85.96479987,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,0.809421862
5,30,127.2792206,647592A,0,112.1077242,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.795890049
2,169.7056275,488.3646179,647592A,0,108.3688614,0-200,10/13/2011 3:00,winter2012,1,0.63711641,0.350643568
5,30,152.9705854,647592A,0,88.92273665,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.714313742
2,30,660,647592A,0,342.3285866,200-400,10/13/2011 3:00,winter2012,1,-0.475695447,0.895627489
5,108.1665383,276.5863337,647592A,0,318.8893998,200-400,10/13/2011 3:00,winter2012,3,0.146932662,-0.321803792
5,30,0,647592A,0,879.752967,800-1000,10/13/2011 3:00,winter2012,3,-0.475695447,-1.200032411
5,123.6931688,201.246118,647592A,0,309.3959916,200-400,10/13/2011 3:00,winter2012,3,0.270608557,-0.56102723
5,42.42640687,60,647592A,0,393.1129367,400-600,10/13/2011 3:00,winter2012,3,-0.376714088,-1.009517874
4,0,30,647592A,0,182.1999379,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.104775143
1,67.08203932,182.4828759,647592A,0,249.9461473,200-400,10/13/2011 3:00,winter2012,1,-0.180321998,-0.620605069
4,0,212.1320344,647592A,0,39.80439847,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.526461808
4,0,630.7138812,647592A,0,648.1982272,600-800,10/13/2011 3:00,winter2012,2,-0.714657587,0.802636966
4,0,120,647592A,0,96.92147663,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.819003338
5,42.42640687,60,647592A,0,35.37332225,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-1.009517874
5,108.1665383,134.1640786,647592A,0,417.5471864,400-600,10/13/2011 3:00,winter2012,3,0.146932662,-0.774028957
5,67.08203932,90,647592A,0,135.5839022,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,-0.914260606
4,0,60,647592A,0,208.8708966,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
2,161.5549442,400.2499219,647592A,0,63.35534843,0-200,10/13/2011 3:00,winter2012,1,0.57219292,0.070858061
1,42.42640687,212.1320344,647592A,0,206.5316726,200-400,10/13/2011 3:00,winter2012,1,-0.376714088,-0.526461808
5,42.42640687,182.4828759,647592A,0,508.9165855,400-600,10/13/2011 3:00,winter2012,3,-0.376714088,-0.620605069
2,90,364.9657518,647592A,0,144.7915142,0-200,10/13/2011 3:00,winter2012,1,0.002228833,-0.041177728
1,42.42640687,0,647592A,0,219.216773,200-400,10/13/2011 3:00,winter2012,1,-0.376714088,-1.200032411
4,0,271.6615541,647592A,0,306.7561683,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.33744116
5,30,60,647592A,0,507.3577331,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-1.009517874
5,60,458.9117562,647592A,0,842.9453179,800-1000,10/13/2011 3:00,winter2012,3,-0.236733307,0.257123597
4,0,284.6049894,647592A,0,142.5573957,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.296342618
5,30,30,647592A,0,173.1930484,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
4,0,180,647592A,0,293.6848435,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.628488802
4,0,256.3201124,647592A,0,688.749702,600-800,10/13/2011 3:00,winter2012,2,-0.714657587,-0.386153955
5,94.86832981,390,647592A,0,103.3199811,0-200,10/13/2011 3:00,winter2012,3,0.04100705,0.038312075
4,0,169.7056275,647592A,0,367.5937887,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.661175929
5,60,152.9705854,647592A,0,191.1083809,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,-0.714313742
5,120,502.8916384,647592A,0,159.8923613,0-200,10/13/2011 3:00,winter2012,3,0.241190973,0.396770378
5,30,123.6931688,647592A,0,216.5069843,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.807276633
4,0,324.4996148,647592A,0,183.5052115,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.169667517
2,150,502.8916384,647592A,0,96.18402018,0-200,10/13/2011 3:00,winter2012,1,0.480153113,0.396770378
5,67.08203932,429.5346319,647592A,0,96.47183754,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,0.16384411
5,30,60,647592A,0,111.9727171,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.009517874
5,30,390,647592A,0,34.85647587,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,0.038312075
5,42.42640687,0,647592A,0,92.47220708,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-1.200032411
5,84.85281374,212.1320344,647592A,0,292.7978225,200-400,10/13/2011 3:00,winter2012,3,-0.038770589,-0.526461808
5,150,60,647592A,0,138.2053242,0-200,10/13/2011 3:00,winter2012,3,0.480153113,-1.009517874
5,30,60,647592A,0,558.2063379,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-1.009517874
4,0,60,647592A,0,468.0376442,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
4,0,692.6037828,647592A,0,930.7994348,800-1000,10/13/2011 3:00,winter2012,2,-0.714657587,0.999152398
3,234.3074903,391.1521443,647592A,0,142.4477124,0-200,10/13/2011 3:00,winter2012,1,1.15169639,0.041970413
4,0,84.85281374,647592A,0,169.4518568,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.93060417
4,0,330,647592A,0,242.4830953,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.152202461
5,94.86832981,120,647592A,0,334.3670315,200-400,10/13/2011 3:00,winter2012,3,0.04100705,-0.819003338
5,84.85281374,466.6904756,647592A,0,678.6451098,600-800,10/13/2011 3:00,winter2012,3,-0.038770589,0.281822915
4,0,189.7366596,647592A,0,252.7020245,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.597572549
5,42.42640687,429.5346319,647592A,0,9.841177632,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,0.16384411
2,67.08203932,276.5863337,647592A,0,282.6789853,200-400,10/13/2011 3:00,winter2012,1,-0.180321998,-0.321803792
5,30,426.3801121,647592A,0,344.4430555,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,0.153827745
1,42.42640687,577.0615219,647592A,0,69.02472161,0-200,10/13/2011 3:00,winter2012,1,-0.376714088,0.632277727
1,30,169.7056275,647592A,0,362.6457621,200-400,10/13/2011 3:00,winter2012,1,-0.475695447,-0.661175929
5,60,330,647592A,0,432.1339302,400-600,10/13/2011 3:00,winter2012,3,-0.236733307,-0.152202461
2,30,84.85281374,647592A,0,159.1024366,0-200,10/13/2011 3:00,winter2012,1,-0.475695447,-0.93060417
1,120,450,647592A,0,100.5483491,0-200,10/13/2011 3:00,winter2012,1,0.241190973,0.228826612
5,123.6931688,424.2640687,647592A,0,225.3953829,200-400,10/13/2011 3:00,winter2012,3,0.270608557,0.147108795
2,123.6931688,362.4913792,647592A,0,657.134151,600-800,10/13/2011 3:00,winter2012,1,0.270608557,-0.04903446
4,0,648.9992296,647592A,0,76.30437566,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,0.860697377
5,94.86832981,30,647592A,0,257.6370801,200-400,10/13/2011 3:00,winter2012,3,0.04100705,-1.104775143
5,30,123.6931688,647592A,0,192.995002,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.807276633
5,123.6931688,420,647592A,0,24.51462636,0-200,10/13/2011 3:00,winter2012,3,0.270608557,0.133569343
4,0,210,647592A,0,74.13221582,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.533231534
5,94.86832981,379.4733192,647592A,0,302.3447994,200-400,10/13/2011 3:00,winter2012,3,0.04100705,0.004887313
4,0,331.3608305,647592A,0,410.352152,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,-0.147881494
4,0,335.4101966,647592A,0,229.1706512,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.135023776
4,0,216.3330765,647592A,0,174.7567404,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.513122481
5,134.1640786,0,647592A,0,129.0130417,0-200,10/13/2011 3:00,winter2012,3,0.354013591,-1.200032411
5,30,484.6648326,647592A,0,124.3404162,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,0.338895854
4,0,270,647592A,0,375.8134002,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.342716997
5,42.42640687,108.1665383,647592A,0,285.3677404,200-400,10/13/2011 3:00,winter2012,3,-0.376714088,-0.856577446
5,30,94.86832981,647592A,0,281.0543256,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.89880248
5,90,381.8376618,647592A,0,233.3853053,200-400,10/13/2011 3:00,winter2012,3,0.002228833,0.012394674
2,42.42640687,390,647592A,0,356.9700609,200-400,10/13/2011 3:00,winter2012,1,-0.376714088,0.038312075
5,42.42640687,458.9117562,647592A,0,427.1781902,400-600,10/13/2011 3:00,winter2012,3,-0.376714088,0.257123597
4,0,450,647592A,0,201.3009981,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.228826612
5,108.1665383,390,647592A,0,385.2474944,400-600,10/13/2011 3:00,winter2012,3,0.146932662,0.038312075
4,0,900.4998612,647592A,0,312.2371612,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,1.659272814
2,108.1665383,120,647592A,0,0.609368481,0-200,10/13/2011 3:00,winter2012,1,0.146932662,-0.819003338
4,0,408.0441153,647592A,0,237.993391,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.095606513
4,0,740.9453421,647592A,0,387.6743481,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,1.152648561
4,0,90,647592A,0,12.27574431,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.914260606
4,0,192.0937271,647592A,0,181.7336507,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.590088288
5,30,30,647592A,0,258.4808475,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
5,123.6931688,300,647592A,0,58.12274239,0-200,10/13/2011 3:00,winter2012,3,0.270608557,-0.247459729
5,30,42.42640687,647592A,0,535.4630865,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-1.06531829
5,30,30,647592A,0,109.1792641,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
5,42.42640687,123.6931688,647592A,0,3.34450097,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-0.807276633
5,67.08203932,210,647592A,0,77.30774187,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,-0.533231534
4,0,182.4828759,647592A,0,240.8887739,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.620605069
5,120,212.1320344,647592A,0,919.17132,800-1000,10/13/2011 3:00,winter2012,3,0.241190973,-0.526461808
4,0,210,647592A,0,274.2354238,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.533231534
5,123.6931688,218.4032967,647592A,0,185.8889709,0-200,10/13/2011 3:00,winter2012,3,0.270608557,-0.506549031
4,0,180,647592A,0,370.0093707,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.628488802
1,60,169.7056275,647592A,0,332.3595211,200-400,10/13/2011 3:00,winter2012,1,-0.236733307,-0.661175929
5,30,510,647592A,0,217.7931779,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,0.419341148
5,42.42640687,30,647592A,0,671.1537735,600-800,10/13/2011 3:00,winter2012,3,-0.376714088,-1.104775143
5,30,123.6931688,647592A,0,391.1328431,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-0.807276633
5,60,150,647592A,0,976.6269892,1000-1200,10/13/2011 3:00,winter2012,3,-0.236733307,-0.72374607
4,0,108.1665383,647592A,0,433.4727161,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,-0.856577446
5,60,60,647592A,0,608.8084185,600-800,10/13/2011 3:00,winter2012,3,-0.236733307,-1.009517874
5,42.42640687,0,647592A,0,8.572867688,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-1.200032411
4,0,474.341649,647592A,0,12.30172766,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,0.306117245
5,60,108.1665383,647592A,0,157.3792057,0-200,10/13/2011 3:00,winter2012,3,-0.236733307,-0.856577446
4,0,384.1874542,647592A,0,710.1563149,600-800,10/13/2011 3:00,winter2012,2,-0.714657587,0.019855834
2,60,0,647592A,0,275.620288,200-400,10/13/2011 3:00,winter2012,1,-0.236733307,-1.200032411
4,0,60,647592A,0,133.9832319,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
4,0,201.246118,647592A,0,136.4934997,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.56102723
4,0,90,647592A,0,301.8948222,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.914260606
4,0,210,647592A,0,373.7053735,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.533231534
5,84.85281374,90,647592A,0,184.3514717,0-200,10/13/2011 3:00,winter2012,3,-0.038770589,-0.914260606
4,0,480,647592A,0,478.6264711,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,0.32408388
5,42.42640687,305.9411708,647592A,0,47.94410896,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-0.228595073
5,60,67.08203932,647592A,0,263.6216766,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,-0.987030684
5,84.85281374,400.2499219,647592A,0,400.7577723,400-600,10/13/2011 3:00,winter2012,3,-0.038770589,0.070858061
4,0,330,647592A,0,218.1593131,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.152202461
5,216.3330765,379.4733192,647592A,0,168.6202094,0-200,10/13/2011 3:00,winter2012,3,1.008522911,0.004887313
4,0,218.4032967,647592A,0,259.8138035,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.506549031
4,0,120,647592A,0,58.81379946,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.819003338
5,67.08203932,30,647592A,0,87.24824679,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,-1.104775143
5,42.42640687,94.86832981,647592A,0,106.5173801,0-200,10/13/2011 3:00,winter2012,3,-0.376714088,-0.89880248
5,30,1002.646498,647592A,0,250.6632927,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,1.983613133
1,94.86832981,600,647592A,0,85.93651439,0-200,10/13/2011 3:00,winter2012,1,0.04100705,0.705112952
4,0,228.4731932,647592A,0,83.09643429,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.47457467
5,30,174.9285568,647592A,0,12.24380511,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.644591863
5,42.42640687,123.6931688,647592A,0,370.8464355,200-400,10/13/2011 3:00,winter2012,3,-0.376714088,-0.807276633
4,0,494.7726751,647592A,0,167.6149169,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,0.370990702
5,30,84.85281374,647592A,0,322.9270681,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.93060417
4,0,90,647592A,0,144.3896107,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.914260606
5,30,123.6931688,647592A,0,112.4962026,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.807276633
5,30,180,647592A,0,685.815987,600-800,10/13/2011 3:00,winter2012,3,-0.475695447,-0.628488802
4,0,0,647592A,0,120.9474933,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.200032411
5,30,391.1521443,647592A,0,262.1590302,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,0.041970413
5,90,210,647592A,0,154.3614785,0-200,10/13/2011 3:00,winter2012,3,0.002228833,-0.533231534
5,134.1640786,180,647592A,0,224.2577762,200-400,10/13/2011 3:00,winter2012,3,0.354013591,-0.628488802
4,0,152.9705854,647592A,0,25.61808301,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.714313742
4,0,364.9657518,647592A,0,101.0422641,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.041177728
4,0,894.9860334,647592A,0,125.9156688,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,1.641765075
4,0,60,647592A,0,95.47059022,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
4,0,120,647592A,0,258.3452911,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.819003338
5,67.08203932,150,647592A,0,306.9673193,200-400,10/13/2011 3:00,winter2012,3,-0.180321998,-0.72374607
5,94.86832981,180,647592A,0,195.9943732,200-400,10/13/2011 3:00,winter2012,3,0.04100705,-0.628488802
5,120,420,647592A,0,510.1980532,400-600,10/13/2011 3:00,winter2012,3,0.241190973,0.133569343
5,30,120,647592A,0,508.8868354,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-0.819003338
5,42.42640687,483.7354649,647592A,0,561.3213204,400-600,10/13/2011 3:00,winter2012,3,-0.376714088,0.335944886
5,30,94.86832981,647592A,0,4.542917748,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.89880248
4,0,361.2478374,647592A,0,44.84771948,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-0.052983007
5,60,67.08203932,647592A,0,296.9927219,200-400,10/13/2011 3:00,winter2012,3,-0.236733307,-0.987030684
5,30,30,647592A,0,933.7164872,800-1000,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
1,84.85281374,483.7354649,647592A,0,299.0551651,200-400,10/13/2011 3:00,winter2012,1,-0.038770589,0.335944886
5,30,67.08203932,647592A,0,187.0524422,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.987030684
5,212.1320344,324.4996148,647592A,0,102.2159612,0-200,10/13/2011 3:00,winter2012,3,0.97505991,-0.169667517
4,0,0,647592A,0,407.8456343,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,-1.200032411
5,150,90,647592A,0,382.726404,400-600,10/13/2011 3:00,winter2012,3,0.480153113,-0.914260606
4,0,123.6931688,647592A,0,286.474135,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-0.807276633
5,30,30,647592A,0,225.2513545,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-1.104775143
5,30,42.42640687,647592A,0,459.5165533,400-600,10/13/2011 3:00,winter2012,3,-0.475695447,-1.06531829
4,0,361.2478374,647592A,0,383.6028322,400-600,10/13/2011 3:00,winter2012,2,-0.714657587,-0.052983007
5,60,189.7366596,647592A,0,157.6405712,0-200,10/13/2011 3:00,winter2012,3,-0.236733307,-0.597572549
5,67.08203932,742.1590126,647592A,0,88.2377146,0-200,10/13/2011 3:00,winter2012,3,-0.180321998,1.156502258
4,0,30,647592A,0,256.1151641,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,-1.104775143
4,0,0,647592A,0,125.8264922,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.200032411
5,30,108.1665383,647592A,0,176.4072777,0-200,10/13/2011 3:00,winter2012,3,-0.475695447,-0.856577446
4,0,60,647592A,0,18.72023711,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,-1.009517874
4,0,429.5346319,647592A,0,214.0469503,200-400,10/13/2011 3:00,winter2012,2,-0.714657587,0.16384411
5,67.08203932,0,647592A,0,396.8385624,400-600,10/13/2011 3:00,winter2012,3,-0.180321998,-1.200032411
4,0,458.9117562,647592A,0,9.809540415,0-200,10/13/2011 3:00,winter2012,2,-0.714657587,0.257123597
5,30,134.1640786,647592A,0,320.284547,200-400,10/13/2011 3:00,winter2012,3,-0.475695447,-0.774028957
