DateTimeAnimalID,id,Serial,Acq_Time,Acq_ST,GPSFixTime,GPSFixAtt,Lat,Long,UTM_Zone,Y,X,GPS_Alt,GPS_Speed,GPSHeading,GPSHorizEr,GPS_PD,GPS_SB,GPS_SC,GPS_NT,Pre_Data,Error
D122011.08.13 15:00:00,D12,647571A,2011.08.13 15:00:48,2011.08.13 15:00:00,2011.08.13 15:00:48,Succeeded (3D),40.584539,-105.148947,13T,4492649,487395,1545,0,0.7,33,6.9,0x00489040,5,48,No,
D122011.08.13 18:00:00,D12,647571A,2011.08.13 18:00:53,2011.08.13 18:00:00,2011.08.13 18:00:53,Succeeded (3D),40.584528,-105.149189,13T,4492648,487375,1587,0.03,0.7,16.12,1.6,0x0A0410F4,9,53,No,
D122011.08.13 21:00:00,D12,647571A,2011.08.13 21:00:41,2011.08.13 21:00:00,2011.08.13 21:00:41,Succeeded (3D),40.584581,-105.149117,13T,4492654,487381,1585,0.05,0.7,18.13,1.9,0x0A010580,6,41,No,
D122011.08.14 00:00:00,D12,647571A,2011.08.14 00:00:49,2011.08.14 00:00:00,2011.08.14 00:00:49,Succeeded (3D),40.584492,-105.148969,13T,4492644,487393,1548,0.04,0.7,17.48,2.5,0x0101090A,6,49,No,
D122011.08.14 03:00:00,D12,647571A,2011.08.14 03:00:48,2011.08.14 03:00:00,2011.08.14 03:00:48,Succeeded (3D),40.584697,-105.149354,13T,4492667,487361,1450,0.02,0.7,102,11.4,0x13000802,5,48,No,
D122011.08.14 06:00:00,D12,647571A,2011.08.14 06:01:06,2011.08.14 06:00:00,2011.08.14 06:01:06,Succeeded (3D),40.584629,-105.14898,13T,4492659,487392,1560,0.04,0.7,9.34,2.6,0x02324024,7,66,No,
D122011.08.14 09:00:00,D12,647571A,2011.08.14 09:00:35,2011.08.14 09:00:00,2011.08.14 09:00:35,Succeeded (3D),40.584578,-105.14916,13T,4492654,487377,1558,0,0.7,6.88,1.9,0x40362104,8,35,No,
D122011.08.14 12:00:00,D12,647571A,2011.08.14 12:00:36,2011.08.14 12:00:00,2011.08.14 12:00:36,Succeeded (3D),40.584582,-105.14896,13T,4492654,487394,1585,0.14,0.7,7.58,2,0x41E02400,7,36,No,
D122011.08.14 15:00:00,D12,647571A,2011.08.14 15:01:05,2011.08.14 15:00:00,2011.08.14 15:01:05,Succeeded (3D),40.584375,-105.149185,13T,4492631,487375,1571,0.03,0.7,51,2.4,0x00409264,7,65,No,
D122011.10.12 03:00:00,D12,647571A,2011.10.12 03:00:48,2011.10.12 03:00:00,2011.10.12 03:00:48,Succeeded (3D),37.865621,-108.978382,12S,4192832,677825,2057,0.03,0.7,9.59,2.6,0x10226124,8,48,No,
D122011.10.12 06:00:00,D12,647571A,2011.10.12 06:00:52,2011.10.12 06:00:00,2011.10.12 06:00:52,Succeeded (3D),37.86521,-108.978068,12S,4192787,677854,1920,0.07,0.7,93,9.1,0x40202400,4,52,No,
D122011.10.12 09:00:00,D12,647571A,2011.10.12 09:01:04,2011.10.12 09:00:00,2011.10.12 09:01:04,Succeeded (3D),37.864709,-108.979418,12S,4192728,677736,2062,0.03,0.7,63,3.2,0x4040A000,4,64,No,
D122011.10.12 12:00:00,D12,647571A,2011.10.12 12:01:30,2011.10.12 12:00:00,2011.10.12 12:01:30,Succeeded (3D),37.861764,-108.981094,12S,4192398,677596,2062,0.06,356.5,42,2.9,0x004480C4,6,90,No,
D122011.10.12 15:00:00,D12,647571A,2011.10.12 15:00:52,2011.10.12 15:00:00,2011.10.12 15:00:52,Succeeded (3D),37.861419,-108.980304,12S,4192362,677666,2068,0.03,0.7,30,2.4,0x080504C0,6,52,No,
D122011.10.12 18:00:00,D12,647571A,2011.10.12 18:00:48,2011.10.12 18:00:00,2011.10.12 18:00:48,Succeeded (3D),37.861245,-108.979864,12S,4192343,677705,2060,0,0.7,24,2.6,0x00090102,4,48,No,
D122011.10.12 21:00:00,D12,647571A,2011.10.12 21:00:39,2011.10.12 21:00:00,2011.10.12 21:00:39,Succeeded (3D),37.861091,-108.980036,12S,4192326,677691,2065,0.02,0.7,18.63,2,0x01010312,6,39,No,
D122011.10.13 00:00:00,D12,647571A,2011.10.13 00:00:39,2011.10.13 00:00:00,2011.10.13 00:00:39,Succeeded (3D),37.860713,-108.978902,12S,4192286,677791,2046,0.03,0.7,18.56,2.3,0x11104012,6,39,No,
D122011.10.13 03:00:00,D12,647571A,2011.10.13 03:00:59,2011.10.13 03:00:00,2011.10.13 03:00:59,Succeeded (3D),37.857654,-108.982189,12S,4191940,677509,2047,0.07,0.7,9.19,2.6,0x00324124,7,59,No,
D122011.10.13 06:00:00,D12,647571A,2011.10.13 06:00:49,2011.10.13 06:00:00,2011.10.13 06:00:49,Succeeded (3D),37.858402,-108.983292,12S,4192021,677411,2053,0.01,0.7,48,6.1,0x00262000,4,49,No,
D122011.10.13 09:00:00,D12,647571A,2011.10.13 09:00:52,2011.10.13 09:00:00,2011.10.13 09:00:52,Succeeded (3D),37.858248,-108.983302,12S,4192004,677410,2051,0.08,0.7,72,3.4,0x60482000,5,52,No,
D122011.10.13 12:00:00,D12,647571A,2011.10.13 12:00:58,2011.10.13 12:00:00,2011.10.13 12:00:58,Succeeded (3D),37.858311,-108.983311,12S,4192011,677409,2062,0.06,0.7,93,7,0x00408240,4,58,No,
D122011.10.13 15:00:00,D12,647571A,2011.10.13 15:02:22,2011.10.13 15:00:00,2011.10.13 15:02:22,Succeeded (3D),37.858223,-108.983345,12S,4192001,677406,2080,0.01,0.7,111,5.8,0x000104C0,4,142,No,
D122011.10.13 21:00:00,D12,647571A,2011.10.13 21:01:34,2011.10.13 21:00:00,2011.10.13 21:01:34,Succeeded (3D),37.858274,-108.983239,12S,4192007,677416,2051,0.05,0.7,147,5.4,0x01000812,4,94,No,
D122011.10.14 00:00:00,D12,647571A,2011.10.14 00:00:48,2011.10.14 00:00:00,2011.10.14 00:00:48,Succeeded (3D),37.858258,-108.983327,12S,4192005,677408,2072,0.06,0.7,84,4.4,0x03000012,4,48,No,
D122011.10.14 03:00:00,D12,647571A,2011.10.14 03:00:58,2011.10.14 03:00:00,2011.10.14 03:00:58,Succeeded (3D),37.858283,-108.983365,12S,4192008,677404,2046,0.03,0.7,54,5.3,0x00202124,5,58,No,
D122011.10.14 06:00:00,D12,647571A,2011.10.14 06:00:53,2011.10.14 06:00:00,2011.10.14 06:00:53,Succeeded (3D),37.858317,-108.983247,12S,4192012,677415,2065,0.04,0.7,27,2.3,0x41222400,6,53,No,
D122011.10.14 12:00:00,D12,647571A,2011.10.14 12:00:34,2011.10.14 12:00:00,2011.10.14 12:00:34,Succeeded (3D),37.858451,-108.983081,12S,4192027,677429,2055,0.05,0.7,7.4,2.5,0x000490E4,7,34,No,
D122011.10.14 15:00:00,D12,647571A,2011.10.14 15:00:34,2011.10.14 15:00:00,2011.10.14 15:00:34,Succeeded (3D),37.85843,-108.983141,12S,4192025,677424,2059,0.03,0.7,8.9,2.2,0x0A0504C0,7,34,No,
D122011.10.14 18:00:00,D12,647571A,2011.10.14 18:00:48,2011.10.14 18:00:00,2011.10.14 18:00:48,Succeeded (3D),37.858408,-108.983214,12S,4192022,677417,2079,0.02,0.7,27,7.2,0x0001010A,4,48,No,
D122011.10.14 21:00:00,D12,647571A,2011.10.14 21:00:49,2011.10.14 21:00:00,2011.10.14 21:00:49,Succeeded (3D),37.858473,-108.983055,12S,4192030,677431,2063,0.02,0.7,18.58,2.9,0x0100030A,5,49,No,
D122011.10.15 00:00:00,D12,647571A,2011.10.15 00:00:49,2011.10.15 00:00:00,2011.10.15 00:00:49,Succeeded (3D),37.858457,-108.983053,12S,4192028,677432,2036,0.04,0.7,15.96,10.5,0x03120010,5,49,No,
D122011.10.15 03:00:00,D12,647571A,2011.10.15 03:00:42,2011.10.15 03:00:00,2011.10.15 03:00:42,Succeeded (3D),37.858369,-108.983107,12S,4192018,677427,2053,0.04,0.7,18.91,2.8,0x00122104,5,42,No,
D122011.10.15 06:00:00,D12,647571A,2011.10.15 06:00:52,2011.10.15 06:00:00,2011.10.15 06:00:52,Succeeded (3D),37.858402,-108.982956,12S,4192022,677440,2055,0.04,0.7,39,3.6,0x41222800,6,52,No,
D122011.10.15 09:00:00,D12,647571A,2011.10.15 09:01:22,2011.10.15 09:00:00,2011.10.15 09:01:22,Succeeded (3D),37.858402,-108.982894,12S,4192022,677446,2077,0.04,0.7,45,4.6,0x60488000,5,82,No,
D122011.10.15 12:00:00,D12,647571A,2011.10.15 12:00:52,2011.10.15 12:00:00,2011.10.15 12:00:52,Succeeded (3D),37.858415,-108.982958,12S,4192023,677440,2057,0.05,0.7,42,3.7,0x00449040,5,52,No,
D122011.10.15 15:00:00,D12,647571A,2011.10.15 15:00:46,2011.10.15 15:00:00,2011.10.15 15:00:46,Succeeded (3D),37.858415,-108.983013,12S,4192023,677435,2071,0.07,0.7,19.19,3,0x020404C1,6,46,No,
D122011.10.15 18:00:00,D12,647571A,2011.10.15 18:00:38,2011.10.15 18:00:00,2011.10.15 18:00:38,Succeeded (3D),37.858401,-108.982998,12S,4192022,677436,2072,0.01,0.7,18.62,1.9,0x0009010B,6,38,No,
D122011.10.15 21:00:00,D12,647571A,2011.10.15 21:00:39,2011.10.15 21:00:00,2011.10.15 21:00:39,Succeeded (3D),37.858363,-108.983018,12S,4192017,677435,2063,0.04,0.7,18.48,3.6,0x0100021A,5,39,No,
D122011.10.16 00:00:00,D12,647571A,2011.10.16 00:00:38,2011.10.16 00:00:00,2011.10.16 00:00:38,Succeeded (3D),37.858399,-108.982966,12S,4192022,677439,2071,0.03,0.7,18.44,3.3,0x01124012,6,38,No,
D122011.10.16 03:00:00,D12,647571A,2011.10.16 03:00:35,2011.10.16 03:00:00,2011.10.16 03:00:35,Succeeded (3D),37.8584,-108.982938,12S,4192022,677442,2069,0.05,0.7,8.42,2,0x00366120,8,35,No,
D122011.10.16 06:00:00,D12,647571A,2011.10.16 06:00:40,2011.10.16 06:00:00,2011.10.16 06:00:40,Succeeded (3D),37.858377,-108.982925,12S,4192019,677443,2060,0.04,0.7,16.28,1.8,0x41262800,7,40,No,
D122011.10.16 09:00:00,D12,647571A,2011.10.16 09:00:50,2011.10.16 09:00:00,2011.10.16 09:00:50,Succeeded (3D),37.858398,-108.98292,12S,4192022,677443,2099,0.04,0.7,18.44,18.9,0x60408000,4,50,No,
D122011.10.16 12:00:00,D12,647571A,2011.10.16 12:00:35,2011.10.16 12:00:00,2011.10.16 12:00:35,Succeeded (3D),37.858435,-108.982929,12S,4192026,677442,2054,0.06,0.7,10.59,3.9,0x00449064,7,35,No,
D122011.10.16 15:00:00,D12,647571A,2011.10.16 15:00:44,2011.10.16 15:00:00,2011.10.16 15:00:44,Succeeded (3D),37.858363,-108.982968,12S,4192018,677439,2064,0.05,0.7,19.09,2.6,0x000504C1,6,44,No,
D122011.10.16 18:00:00,D12,647571A,2011.10.16 18:00:38,2011.10.16 18:00:00,2011.10.16 18:00:38,Succeeded (3D),37.858389,-108.982969,12S,4192020,677439,2062,0.02,0.7,18.33,2.2,0x0009010A,5,38,No,
D122011.10.16 21:00:00,D12,647571A,2011.10.16 21:00:37,2011.10.16 21:00:00,2011.10.16 21:00:37,Succeeded (3D),37.858404,-108.982914,12S,4192022,677444,2072,0.04,0.7,18.44,2.5,0x1100021A,6,37,No,
D122011.10.17 00:00:00,D12,647571A,2011.10.17 00:01:05,2011.10.17 00:00:00,2011.10.17 00:01:05,Succeeded (3D),37.858387,-108.98299,12S,4192020,677437,2056,0.03,0.7,19.49,2,0x13124012,8,65,No,
D122011.10.17 03:00:00,D12,647571A,2011.10.17 03:00:35,2011.10.17 03:00:00,2011.10.17 03:00:35,Succeeded (3D),37.858421,-108.982943,12S,4192024,677441,2055,0.05,0.7,6.12,2,0x00366120,8,35,No,
D122011.10.17 06:00:00,D12,647571A,2011.10.17 06:00:34,2011.10.17 06:00:00,2011.10.17 06:00:34,Succeeded (3D),37.858413,-108.982975,12S,4192023,677438,2064,0.04,0.7,7.82,2.1,0x41222801,7,34,No,
D122011.10.17 09:00:00,D12,647571A,2011.10.17 09:00:51,2011.10.17 09:00:00,2011.10.17 09:00:51,Succeeded (3D),37.858418,-108.982924,12S,4192024,677443,2057,0.05,0.7,24,4.2,0x60409000,5,51,No,
D122011.10.17 12:00:00,D12,647571A,2011.10.17 12:00:34,2011.10.17 12:00:00,2011.10.17 12:00:34,Succeeded (3D),37.858414,-108.982948,12S,4192023,677441,2062,0.06,0.7,7.28,2.4,0x004492E4,9,34,No,
D122011.10.17 15:00:00,D12,647571A,2011.10.17 15:00:48,2011.10.17 15:00:00,2011.10.17 15:00:48,Succeeded (3D),37.858411,-108.982929,12S,4192023,677443,2066,0.08,0.7,30,4.8,0x080404C1,6,48,No,
D122011.10.17 18:00:00,D12,647571A,2011.10.17 18:00:39,2011.10.17 18:00:00,2011.10.17 18:00:39,Succeeded (3D),37.858429,-108.982934,12S,4192025,677442,2052,0.01,0.7,18.82,3.8,0x0801010A,5,39,No,
D122011.10.17 21:00:00,D12,647571A,2011.10.17 21:00:43,2011.10.17 21:00:00,2011.10.17 21:00:43,Succeeded (3D),37.858378,-108.982945,12S,4192019,677441,2069,0.04,0.7,19.03,3.7,0x0100021A,5,43,No,
D122011.10.18 00:00:00,D12,647571A,2011.10.18 00:00:34,2011.10.18 00:00:00,2011.10.18 00:00:34,Succeeded (3D),37.858406,-108.982884,12S,4192022,677446,2070,0.03,0.7,7.83,2,0x13104012,7,34,No,
D122011.10.18 03:00:00,D12,647571A,2011.10.18 03:00:34,2011.10.18 03:00:00,2011.10.18 03:00:34,Succeeded (3D),37.858416,-108.982949,12S,4192023,677441,2058,0.05,0.7,6.71,2.1,0x00366120,8,34,No,
D122011.10.18 06:00:00,D12,647571A,2011.10.18 06:00:50,2011.10.18 06:00:00,2011.10.18 06:00:50,Succeeded (3D),37.858452,-108.982881,12S,4192028,677447,2059,0.03,0.7,39,6.7,0x01222800,5,50,No,
D122011.10.18 09:00:00,D12,647571A,2011.10.18 09:00:38,2011.10.18 09:00:00,2011.10.18 09:00:38,Succeeded (3D),37.858409,-108.982976,12S,4192023,677438,2060,0.03,0.7,18.51,3,0x20409001,5,38,No,
D122011.10.18 12:00:00,D12,647571A,2011.10.18 12:00:36,2011.10.18 12:00:00,2011.10.18 12:00:36,Succeeded (3D),37.858402,-108.982994,12S,4192022,677437,2057,0.07,0.7,8.33,2.7,0x004490E4,8,36,No,
D122011.10.18 15:00:00,D12,647571A,2011.10.18 15:00:35,2011.10.18 15:00:00,2011.10.18 15:00:35,Succeeded (3D),37.858439,-108.983035,12S,4192026,677433,2071,0.05,0.7,8.44,2.5,0x020504C1,7,35,No,
D122011.10.18 18:00:00,D12,647571A,2011.10.18 18:00:45,2011.10.18 18:00:00,2011.10.18 18:00:45,Succeeded (3D),37.858383,-108.98297,12S,4192020,677439,2075,0.07,0.7,19.14,2.8,0x0809000A,5,45,No,
D122011.10.18 21:00:00,D12,647571A,2011.10.18 21:00:38,2011.10.18 21:00:00,2011.10.18 21:00:38,Succeeded (3D),37.858366,-108.982945,12S,4192018,677441,2066,0.05,0.7,18.82,2.6,0x1100021A,6,38,No,
D122011.10.19 00:00:00,D12,647571A,2011.10.19 00:00:39,2011.10.19 00:00:00,2011.10.19 00:00:39,Succeeded (3D),37.858423,-108.982967,12S,4192024,677439,2061,0.03,342.4,18.98,2.5,0x13024010,6,39,No,
D122011.10.19 03:00:00,D12,647571A,2011.10.19 03:00:34,2011.10.19 03:00:00,2011.10.19 03:00:34,Succeeded (3D),37.858376,-108.982935,12S,4192019,677442,2052,0.06,0.7,7.9,2.1,0x00366104,8,34,No,
D122011.10.19 06:00:00,D12,647571A,2011.10.19 06:00:40,2011.10.19 06:00:00,2011.10.19 06:00:40,Succeeded (3D),37.858402,-108.982955,12S,4192022,677440,2058,0.04,0.7,18.77,2.3,0x40222401,6,40,No,
D122011.10.19 09:00:00,D12,647571A,2011.10.19 09:00:52,2011.10.19 09:00:00,2011.10.19 09:00:52,Succeeded (3D),37.858433,-108.982912,12S,4192025,677444,2044,0.06,0.7,27,3.1,0x60489000,6,52,No,
D122011.10.19 12:00:00,D12,647571A,2011.10.19 12:00:48,2011.10.19 12:00:00,2011.10.19 12:00:48,Succeeded (3D),37.858388,-108.983003,12S,4192020,677436,2047,0.06,0.7,6.54,5.1,0x00449064,7,48,No,
D122011.10.19 15:00:00,D12,647571A,2011.10.19 15:00:34,2011.10.19 15:00:00,2011.10.19 15:00:34,Succeeded (3D),37.858356,-108.982957,12S,4192017,677440,2068,0.05,0.7,12.95,2.4,0x080504C1,7,34,No,
D122011.10.19 18:00:00,D12,647571A,2011.10.19 18:00:38,2011.10.19 18:00:00,2011.10.19 18:00:38,Succeeded (3D),37.858395,-108.98293,12S,4192021,677442,2076,0.02,0.7,18.37,2.6,0x08090102,5,38,No,
D122011.10.19 21:00:00,D12,647571A,2011.10.19 21:00:34,2011.10.19 21:00:00,2011.10.19 21:00:34,Succeeded (3D),37.858419,-108.982942,12S,4192024,677441,2066,0.05,0.7,17.49,2.5,0x11000A1A,7,34,No,
D122011.10.20 00:00:00,D12,647571A,2011.10.20 00:00:43,2011.10.20 00:00:00,2011.10.20 00:00:43,Succeeded (3D),37.858394,-108.982915,12S,4192021,677444,2069,0.04,0.7,19.04,2.2,0x13124010,7,43,No,
D122011.10.20 03:00:00,D12,647571A,2011.10.20 03:00:35,2011.10.20 03:00:00,2011.10.20 03:00:35,Succeeded (3D),37.858439,-108.982993,12S,4192026,677437,2051,0.06,0.7,7.05,2.2,0x00366100,7,35,No,
D122011.10.20 06:00:00,D12,647571A,2011.10.20 06:00:52,2011.10.20 06:00:00,2011.10.20 06:00:52,Succeeded (3D),37.858413,-108.982916,12S,4192023,677444,2066,0.04,0.7,6.7,1.9,0x41222C01,8,52,No,
D122011.10.20 09:00:00,D12,647571A,2011.10.20 09:00:52,2011.10.20 09:00:00,2011.10.20 09:00:52,Succeeded (3D),37.858341,-108.982992,12S,4192015,677437,2038,0.06,0.7,30,4.2,0x60409000,5,52,No,
D122011.10.20 12:00:00,D12,647571A,2011.10.20 12:00:45,2011.10.20 12:00:00,2011.10.20 12:00:45,Succeeded (3D),37.85844,-108.982961,12S,4192026,677440,2073,0.06,0.7,19.04,4,0x004090A4,6,45,No,
D122011.10.20 15:00:00,D12,647571A,2011.10.20 15:00:45,2011.10.20 15:00:00,2011.10.20 15:00:45,Succeeded (3D),37.858404,-108.982941,12S,4192022,677441,2068,0.07,0.7,19.13,3,0x000504C1,6,45,No,
D122011.10.20 18:00:00,D12,647571A,2011.10.20 18:00:48,2011.10.20 18:00:00,2011.10.20 18:00:48,Succeeded (3D),37.858382,-108.982874,12S,4192020,677447,2080,0.06,0.7,19.2,2.8,0x0809000A,5,48,No,
D122011.10.20 21:00:00,D12,647571A,2011.10.20 21:00:40,2011.10.20 21:00:00,2011.10.20 21:00:40,Succeeded (3D),37.858401,-108.982996,12S,4192022,677437,2061,0.06,0.7,19,2.6,0x1100081A,6,40,No,
D122011.10.21 00:00:00,D12,647571A,2011.10.21 00:00:34,2011.10.21 00:00:00,2011.10.21 00:00:34,Succeeded (3D),37.858415,-108.982912,12S,4192023,677444,2067,0.03,0.7,6.59,2,0x33124010,8,34,No,
D122011.10.21 03:00:00,D12,647571A,2011.10.21 03:00:41,2011.10.21 03:00:00,2011.10.21 03:00:41,Succeeded (3D),37.858396,-108.982972,12S,4192021,677439,2053,0.07,0.7,18.71,2.8,0x00326100,6,41,No,
D122011.10.21 06:00:00,D12,647571A,2011.10.21 06:00:43,2011.10.21 06:00:00,2011.10.21 06:00:43,Succeeded (3D),37.858399,-108.982989,12S,4192021,677437,2059,0.06,0.7,18.9,2.8,0x41202801,6,43,No,
D122011.10.21 09:00:00,D12,647571A,2011.10.21 09:00:52,2011.10.21 09:00:00,2011.10.21 09:00:52,Succeeded (3D),37.858397,-108.982975,12S,4192021,677439,2047,0.06,0.7,36,4.7,0x60089000,5,52,No,
D122011.10.21 12:00:00,D12,647571A,2011.10.21 12:00:52,2011.10.21 12:00:00,2011.10.21 12:00:52,Succeeded (3D),37.858396,-108.983051,12S,4192021,677432,2043,0.07,0.7,36,6.8,0x00449024,6,52,No,
D122011.10.21 15:00:00,D12,647571A,2011.10.21 15:00:52,2011.10.21 15:00:00,2011.10.21 15:00:52,Succeeded (3D),37.858399,-108.982941,12S,4192022,677441,2068,0.07,0.7,42,2.6,0x08050081,5,52,No,
D122011.10.21 18:00:00,D12,647571A,2011.10.21 18:00:38,2011.10.21 18:00:00,2011.10.21 18:00:38,Succeeded (3D),37.85843,-108.982966,12S,4192025,677439,2063,0.02,0.7,18.57,3,0x08010902,5,38,No,
D122011.10.21 21:00:00,D12,647571A,2011.10.21 21:00:45,2011.10.21 21:00:00,2011.10.21 21:00:45,Succeeded (3D),37.858389,-108.982952,12S,4192020,677441,2066,0.05,0.7,19.12,3.8,0x01000A1A,6,45,No,
D122011.10.22 00:00:00,D12,647571A,2011.10.22 00:00:47,2011.10.22 00:00:00,2011.10.22 00:00:47,Succeeded (3D),37.858461,-108.982938,12S,4192028,677442,2062,0.04,0.7,18.65,2.1,0x13104010,6,47,No,
D122011.10.22 03:00:00,D12,647571A,2011.10.22 03:00:52,2011.10.22 03:00:00,2011.10.22 03:00:52,Succeeded (3D),37.858409,-108.982952,12S,4192023,677441,2052,0.07,0.7,30,2.9,0x00326100,6,52,No,
D122011.10.22 06:00:00,D12,647571A,2011.10.22 06:00:43,2011.10.22 06:00:00,2011.10.22 06:00:43,Succeeded (3D),37.858413,-108.982995,12S,4192023,677437,2057,0.06,0.7,18.8,3,0x41202801,6,43,No,
D122011.10.22 09:00:00,D12,647571A,2011.10.22 09:00:48,2011.10.22 09:00:00,2011.10.22 09:00:48,Succeeded (3D),37.858371,-108.982972,12S,4192018,677439,2035,0.06,0.7,24,5.8,0x60089000,5,48,No,
D122011.10.22 12:00:00,D12,647571A,2011.10.22 12:00:48,2011.10.22 12:00:00,2011.10.22 12:00:48,Succeeded (3D),37.858439,-108.982893,12S,4192026,677446,2070,0.06,0.7,6.87,5.3,0x00449064,7,48,No,
D122011.10.22 15:00:00,D12,647571A,2011.10.22 15:00:34,2011.10.22 15:00:00,2011.10.22 15:00:34,Succeeded (3D),37.858395,-108.982952,12S,4192021,677441,2064,0.08,0.7,10.7,3.2,0x020444C1,7,34,No,
D122011.10.22 18:00:00,D12,647571A,2011.10.22 18:00:38,2011.10.22 18:00:00,2011.10.22 18:00:38,Succeeded (3D),37.858425,-108.982983,12S,4192024,677438,2071,0.03,0.7,18.22,2.6,0x08090802,5,38,No,
D122011.10.22 21:00:00,D12,647571A,2011.10.22 21:00:48,2011.10.22 21:00:00,2011.10.22 21:00:48,Succeeded (3D),37.858402,-108.982861,12S,4192022,677449,2073,0.05,0.7,30,5.1,0x00000A1A,5,48,No,
D122011.10.23 00:00:00,D12,647571A,2011.10.23 00:00:52,2011.10.23 00:00:00,2011.10.23 00:00:52,Succeeded (3D),37.858479,-108.982947,12S,4192030,677441,2066,0.04,0.7,27,2,0x13104010,6,52,No,
D122011.10.23 03:00:00,D12,647571A,2011.10.23 03:00:34,2011.10.23 03:00:00,2011.10.23 03:00:34,Succeeded (3D),37.858376,-108.982961,12S,4192019,677440,2049,0.06,0.7,7.7,2.3,0x00366120,8,34,No,
D122011.10.23 06:00:00,D12,647571A,2011.10.23 06:00:42,2011.10.23 06:00:00,2011.10.23 06:00:42,Succeeded (3D),37.858439,-108.98297,12S,4192026,677439,2055,0.05,0.7,18.92,3,0x41202801,6,42,No,
D122011.10.23 09:00:00,D12,647571A,2011.10.23 09:00:51,2011.10.23 09:00:00,2011.10.23 09:00:51,Succeeded (3D),37.858368,-108.982921,12S,4192018,677443,2044,0.06,0.7,27,7.6,0x60089000,5,51,No,
D122011.10.23 12:00:00,D12,647571A,2011.10.23 12:00:34,2011.10.23 12:00:00,2011.10.23 12:00:34,Succeeded (3D),37.858406,-108.982899,12S,4192022,677445,2069,0.06,0.7,9.53,3.4,0x00449224,7,34,No,
D122011.10.23 15:00:00,D12,647571A,2011.10.23 15:00:47,2011.10.23 15:00:00,2011.10.23 15:00:47,Succeeded (3D),37.858449,-108.982949,12S,4192027,677441,2063,0.06,0.7,19.16,3.4,0x0A0100C1,6,47,No,
D122011.10.23 18:00:00,D12,647571A,2011.10.23 18:00:38,2011.10.23 18:00:00,2011.10.23 18:00:38,Succeeded (3D),37.858409,-108.982982,12S,4192023,677438,2077,0.03,0.7,18.53,2.4,0x08090902,6,38,No,
D122011.10.23 21:00:00,D12,647571A,2011.10.23 21:00:43,2011.10.23 21:00:00,2011.10.23 21:00:43,Succeeded (3D),37.858396,-108.982935,12S,4192021,677442,2071,0.06,0.7,18.96,3.6,0x11000A12,6,43,No,
